"TOA5","CR1000_BobbyMcGee","CR1000","5913","CR1000.Std.32.07","CPU:mini_AWS_BobbyMcGee.CR1","26551","Res_data_1_min"
"TIMESTAMP","RECORD","BattV","temperature","rel_humidity","wind_speed","gust_speed","wind_direction","air_pressure","ground_temperature","surface_temperature"
"TS","RN","Volts","degC","%","m/s","m/s","deg","hPa","degC","degC"
"","","Min","Avg","Smp","Avg","Max","Smp","Smp","Avg","Avg"
"2026-03-05 12:17:00",18810,12.21,-9.07,82.4,5.398,5.841,37.14,986.3412,-8.44,"NAN"
"2026-03-05 12:18:00",18811,12.2,-9.29,82.2,4.964,6.174,40,985.9315,-8.38,"NAN"
"2026-03-05 12:19:00",18812,12.22,-9.42,82.8,5.971,6.527,49.31,985.9998,-8.38,"NAN"
"2026-03-05 12:20:00",18813,12.23,-9.17,83,7.595,9.41,41.19,986.1364,-8.38,"NAN"
"2026-03-05 12:21:00",18814,12.23,-8.91,81.7,5.624,7.232,38.21,985.8632,-8.44,"NAN"
"2026-03-05 12:22:00",18815,12.23,-8.98,80.8,4.983,6.311,49.87,986.0681,-8.44,"NAN"
"2026-03-05 12:23:00",18816,12.23,-9.09,80.9,4.619,5.449,51.3,986.1364,-8.39,"NAN"
"2026-03-05 12:24:00",18817,12.23,-9.09,80.6,5.462,9.62,46.5,986.1364,-8.33,"NAN"
"2026-03-05 12:25:00",18818,12.23,-8.78,80,2.969,5.939,62.53,986.3411,-8.44,"NAN"
"2026-03-05 12:26:00",18819,12.23,-8.65,77.06,4.547,5.37,44.08,986.0679,-8.38,"NAN"
"2026-03-05 12:27:00",18820,12.23,-8.58,75.91,5.472,8.29,25.75,986.2045,-8.44,"NAN"
"2026-03-05 12:28:00",18821,12.23,-8.65,76.55,7.662,9.41,65.39,986.2045,-8.44,"NAN"
"2026-03-05 12:29:00",18822,12.23,-8.71,77.13,6.685,9.8,71.69,986.0679,-8.44,"NAN"
"2026-03-05 12:30:00",18823,12.23,-8.76,77.75,5.111,5.606,51.28,985.9313,-8.44,"NAN"
"2026-03-05 12:31:00",18824,12.24,-8.88,78.62,6.414,7.879,47.49,986.1362,-8.44,"NAN"
"2026-03-05 12:32:00",18825,12.24,-9.06,79.96,5.591,7.37,51.2,986.3411,-8.44,"NAN"
"2026-03-05 12:33:00",18826,12.24,-9.17,81,6.231,7.428,33.87,985.9313,-8.39,"NAN"
"2026-03-05 12:34:00",18827,12.24,-9.16,81.6,6.721,8.39,41.7,986.3411,-8.33,"NAN"
"2026-03-05 12:35:00",18828,12.24,-9.17,82.1,6.398,8.72,74.79,986.2728,-8.44,"NAN"
"2026-03-05 12:36:00",18829,12.24,-9.04,82,4.823,7.762,48.83,986.2045,-8.39,"NAN"
"2026-03-05 12:37:00",18830,12.24,-8.99,81.5,5.887,8.7,46.86,986.2728,-8.33,"NAN"
"2026-03-05 12:38:00",18831,12.24,-9,81.6,7.659,9.82,55.2,986.1362,-8.33,"NAN"
"2026-03-05 12:39:00",18832,12.24,-8.95,81.4,5.996,7.154,57.63,986.0679,-8.44,"NAN"
"2026-03-05 12:40:00",18833,12.24,-9.02,81.8,5.205,6.037,48.13,986.4094,-8.33,"NAN"
"2026-03-05 12:41:00",18834,12.24,-9.03,82.1,6.019,7.409,40.92,985.9996,-8.44,"NAN"
"2026-03-05 12:42:00",18835,12.24,-9.05,82.5,7.116,8.11,49.7,986.2045,-8.39,"NAN"
"2026-03-05 12:43:00",18836,12.24,-9.04,82.7,6.684,8.39,73.29,986.0679,-8.39,"NAN"
"2026-03-05 12:44:00",18837,12.24,-8.93,82.7,5.676,6.88,75.33,986.1362,-8.33,"NAN"
"2026-03-05 12:45:00",18838,12.24,-8.9,82.4,4.756,5.919,39.37,985.9996,-8.39,"NAN"
"2026-03-05 12:46:00",18839,12.24,-8.96,82.5,6.902,7.977,49.75,986.1362,-8.44,"NAN"
"2026-03-05 12:47:00",18840,12.25,-8.96,82.6,7.196,9.11,76.52,986.1362,-8.44,"NAN"
