"TOA5","CR1000_Eileen","CR1000","7429","CR1000.Std.32.07","CPU:mini_AWS_Eileen.CR1","37273","Res_data_1_min"
"TIMESTAMP","RECORD","BattV","temperature","rel_humidity","wind_speed","gust_speed","wind_direction","air_pressure","ground_temperature","surface_brightness_temperature","IRup_body_temperature"
"2026-03-03 13:07:00",16522,12.67,-5.438,88.6,9.91,12.03,42.35,945.6602,-6.048,"NAN","NAN"
"2026-03-03 13:08:00",16523,12.67,-5.293,87.5,7.489,9,44.07,945.7952,-6.05,"NAN","NAN"
"2026-03-03 13:09:00",16524,12.67,-5.355,88.3,9.89,13.21,59.18,945.3864,-6.05,"NAN","NAN"
"2026-03-03 13:10:00",16525,12.67,-5.174,86.8,8.25,11.82,32.65,945.9299,-6.05,"NAN","NAN"
"2026-03-03 13:11:00",16526,12.67,-5.196,87.3,8.5,11.25,47.37,945.9294,-6.049,"NAN","NAN"
"2026-03-03 13:12:00",16527,12.67,-5.376,88.6,9.44,13.66,53.89,945.793,-6.05,"NAN","NAN"
"2026-03-03 13:13:00",16528,12.67,-5.276,87.6,8.26,9.9,50.25,945.7925,-6.052,"NAN","NAN"
"2026-03-03 13:14:00",16529,12.67,-5.27,88.1,8.9,10.43,79.37,945.5203,-6.053,"NAN","NAN"
"2026-03-03 13:15:00",16530,12.66,-5.377,88.2,9.26,13.07,59.52,945.7922,-6.053,"NAN","NAN"
"2026-03-03 13:16:00",16531,12.66,-5.237,87.3,8.73,10.47,42.23,945.9281,-6.052,"NAN","NAN"
"2026-03-03 13:17:00",16532,12.66,-5.217,87.5,7.577,8.64,52.95,945.9398,-6.053,"NAN","NAN"
"2026-03-03 13:18:00",16533,12.66,-5.277,87.9,9.6,11.29,36.12,945.9374,-6.054,"NAN","NAN"
"2026-03-03 13:19:00",16534,12.66,-5.442,88.9,9.24,10.94,69.95,945.5272,-6.052,"NAN","NAN"
"2026-03-03 13:20:00",16535,12.66,-5.497,89.5,9.26,12.52,45.66,945.7965,-6.049,"NAN","NAN"
"2026-03-03 13:21:00",16536,12.66,-5.47,89.4,9.93,12.21,50.27,945.6595,-6.051,"NAN","NAN"
"2026-03-03 13:22:00",16537,12.66,-5.405,88.8,8.34,9.35,39.72,945.7947,-6.053,"NAN","NAN"
"2026-03-03 13:23:00",16538,12.66,-5.451,89.4,9.23,11.56,56,945.7941,-6.054,"NAN","NAN"
"2026-03-03 13:24:00",16539,12.66,-5.384,88.6,9.29,12.56,55.8,945.7936,-6.052,"NAN","NAN"
"2026-03-03 13:25:00",16540,12.66,-5.269,88,9.46,11.64,86.3,945.249,-6.052,"NAN","NAN"
"2026-03-03 13:26:00",16541,12.66,-5.271,87.5,8.44,11.8,52.13,945.7925,-6.053,"NAN","NAN"
"2026-03-03 13:27:00",16542,12.66,-5.365,88,7.941,11.27,56.65,945.5203,-6.051,"NAN","NAN"
"2026-03-03 13:28:00",16543,12.66,-5.293,87.4,8.66,11.43,73.79,945.248,-6.048,"NAN","NAN"
"2026-03-03 13:29:00",16544,12.66,-5.115,85.7,9,10.64,83.6,945.6678,-6.048,"NAN","NAN"
"2026-03-03 13:30:00",16545,12.66,-5.092,86.2,8.02,9.64,63.19,945.8132,-6.05,"NAN","NAN"
"2026-03-03 13:31:00",16546,12.66,-5.213,86.3,7.564,12.45,52.57,945.8207,-6.052,"NAN","NAN"
"2026-03-03 13:32:00",16547,12.66,-5.189,86.6,6.332,8.88,86.8,945.5545,-6.046,"NAN","NAN"
"2026-03-03 13:33:00",16548,12.66,-5.242,86.2,7.837,9.64,60.37,945.6874,-6.044,"NAN","NAN"
"2026-03-03 13:34:00",16549,12.66,-5.252,86.4,8.75,10.86,72.63,945.681,-6.047,"NAN","NAN"
"2026-03-03 13:35:00",16550,12.66,-5.24,85.3,9.58,13.8,84.8,945.2795,-6.045,"NAN","NAN"
"2026-03-03 13:36:00",16551,12.66,-5.127,84.8,7.327,10.94,56.48,945.5452,-6.039,"NAN","NAN"
"2026-03-03 13:37:00",16552,12.66,-5.191,85.8,9.26,12.13,60.34,945.8239,-6.039,"NAN","NAN"
"2026-03-03 13:38:00",16553,12.66,-5.244,86.4,8.5,11.41,81.2,945.5453,-6.042,"NAN","NAN"
"2026-03-03 13:39:00",16554,12.66,-5.222,86.4,9.31,10.76,51.6,945.536,-6.045,"NAN","NAN"
"2026-03-03 13:40:00",16555,12.66,-5.394,88,9.04,10.49,66.17,945.8048,-6.044,"NAN","NAN"
"2026-03-03 13:41:00",16556,12.65,-5.344,86.8,8.16,10.39,26.73,945.8021,-6.036,"NAN","NAN"
"2026-03-03 13:42:00",16557,12.65,-5.295,86.9,8.95,12.54,34.07,945.6639,-6.031,"NAN","NAN"
"2026-03-03 13:43:00",16558,12.65,-5.347,86.9,9.55,12.15,77.68,945.1299,-6.029,"NAN","NAN"
"2026-03-03 13:44:00",16559,12.65,-5.206,86.1,8.17,9.41,36.2,945.8064,-6.022,"NAN","NAN"
"2026-03-03 13:45:00",16560,12.65,-5.405,88,10.84,13.41,57.26,945.6674,-5.962,"NAN","NAN"
"2026-03-03 13:46:00",16561,12.65,-5.366,87.3,9.93,13.43,57.64,945.5483,-6.015,"NAN","NAN"
"2026-03-03 13:47:00",16562,12.65,-5.345,87.2,9.34,11.45,46.53,945.5543,-5.959,"NAN","NAN"
"2026-03-03 13:48:00",16563,12.65,-5.243,86.4,8.59,10.64,68.29,945.287,-5.676,"NAN","NAN"
"2026-03-03 13:49:00",16564,12.65,-5.261,86.9,8.98,10.15,41.51,945.5511,-5.645,"NAN","NAN"
"2026-03-03 13:50:00",16565,12.65,-5.263,86.3,8.16,11.47,49.89,945.8169,-5.671,"NAN","NAN"
"2026-03-03 13:51:00",16566,12.65,-5.311,87.3,10.35,12.35,55.54,945.4155,-5.413,"NAN","NAN"
"2026-03-03 13:52:00",16567,12.65,-5.191,85.5,8.48,11.92,51.19,945.8333,-5.354,"NAN","NAN"
"2026-03-03 13:53:00",16568,12.65,-5.248,86.2,9.58,13.96,56.31,945.5646,-5.326,"NAN","NAN"
"2026-03-03 13:54:00",16569,12.65,-5.164,85.4,11.34,15.6,39.41,945.8395,-5.326,"NAN","NAN"
"2026-03-03 13:55:00",16570,12.65,-5.16,85.8,8.24,10.35,34.41,945.7056,-5.323,"NAN","NAN"
"2026-03-03 13:56:00",16571,12.65,-5.2,85.7,9.3,12.56,58.08,945.8434,-5.321,"NAN","NAN"
"2026-03-03 13:57:00",16572,12.65,-5.197,86,8.79,13.41,34.29,945.4366,-5.321,"NAN","NAN"
"2026-03-03 13:58:00",16573,12.65,-5.259,86.1,8.16,14.66,46.12,945.8459,-5.32,"NAN","NAN"
"2026-03-03 13:59:00",16574,12.65,-5.183,85.8,9.16,11.29,48.25,945.7115,-5.319,"NAN","NAN"
"2026-03-03 14:00:00",16575,12.65,-5.21,85.8,7.85,9.98,51.97,945.712,-5.317,"NAN","NAN"
"2026-03-03 14:01:00",16576,12.65,-5.145,85.7,9.03,13.92,36.18,945.8486,-5.316,"NAN","NAN"
"2026-03-03 14:02:00",16577,12.65,-5.084,84.8,7.977,10.74,52.81,945.5768,-5.317,"NAN","NAN"
"2026-03-03 14:03:00",16578,12.65,-5.144,85.7,10.23,12.45,53.85,945.8492,-5.318,"NAN","NAN"
"2026-03-03 14:04:00",16579,12.65,-5.039,84.8,7.972,9.68,66.92,945.4413,-5.317,"NAN","NAN"
"2026-03-03 14:05:00",16580,12.65,-5.127,85.9,9.75,10.9,54.55,945.5776,-5.316,"NAN","NAN"
"2026-03-03 14:06:00",16581,12.65,-5.298,86.7,8.96,10.29,30.72,945.5778,-5.319,"NAN","NAN"
"2026-03-03 14:07:00",16582,12.65,-5.283,86,11.19,11.96,67.06,945.5779,-5.463,"NAN","NAN"
"2026-03-03 14:08:00",16583,12.65,-4.925,85.2,8.6,11.76,26.69,945.578,-5.92,"NAN","NAN"
"2026-03-03 14:09:00",16584,12.65,-5.149,86.4,9.84,15.15,52.62,945.8502,-6.006,"NAN","NAN"
"2026-03-03 14:10:00",16585,12.64,-5.228,87.2,9.95,11.74,48.44,945.7142,-6.007,"NAN","NAN"
"2026-03-03 14:11:00",16586,12.64,-5.318,87.4,8.72,10.49,32.63,945.5781,-6.006,"NAN","NAN"
"2026-03-03 14:12:00",16587,12.64,-5.42,88.2,9.52,11.45,51.51,945.7142,-6.004,"NAN","NAN"
"2026-03-03 14:13:00",16588,12.64,-5.183,86.1,8.23,12.33,72.96,945.306,-6.003,"NAN","NAN"
"2026-03-03 14:14:00",16589,12.64,-5.137,85.8,6.752,8.04,64.77,945.4421,-6.006,"NAN","NAN"
"2026-03-03 14:15:00",16590,12.64,-5.195,86,6.76,7.781,35.84,945.7142,-6.008,"NAN","NAN"
"2026-03-03 14:16:00",16591,12.64,-5.183,86.5,8.95,10.43,63.97,945.4421,-6.007,"NAN","NAN"
"2026-03-03 14:17:00",16592,12.64,-5.359,88,9.9,11.39,49.46,945.5781,-6.008,"NAN","NAN"
"2026-03-03 14:18:00",16593,12.64,-5.576,89.5,11.14,13.35,33.35,945.306,-5.835,"NAN","NAN"
"2026-03-03 14:19:00",16594,12.64,-5.6,89.9,10.28,13.01,29.54,945.4421,-5.691,"NAN","NAN"
"2026-03-03 14:20:00",16595,12.64,-5.497,89.3,11.79,14.01,74.21,945.17,-5.835,"NAN","NAN"
"2026-03-03 14:21:00",16596,12.64,-5.189,87.3,9.73,11.7,52.77,945.306,-6.006,"NAN","NAN"
"2026-03-03 14:22:00",16597,12.64,-5.26,88.3,11.4,14.21,57.07,945.306,-6.008,"NAN","NAN"
"2026-03-03 14:23:00",16598,12.64,-5.219,87.5,10.56,13.37,62.02,945.4421,-6.01,"NAN","NAN"
"2026-03-03 14:24:00",16599,12.64,-5.358,88.7,10.37,12.62,30.94,945.306,-5.982,"NAN","NAN"
"2026-03-03 14:25:00",16600,12.64,-5.328,87.9,11.42,15.56,58.01,945.0339,-6.009,"NAN","NAN"
"2026-03-03 14:26:00",16601,12.64,-5.225,87.7,11.42,13.54,30.96,945.306,-6.009,"NAN","NAN"
"2026-03-03 14:27:00",16602,12.64,-5.211,87.8,11.64,13.23,25.7,945.306,-6.008,"NAN","NAN"
"2026-03-03 14:28:00",16603,12.64,-5.312,87.7,12.45,16.44,61.73,945.306,-5.953,"NAN","NAN"
"2026-03-03 14:29:00",16604,12.64,-5.272,88,10.91,12.72,56.39,945.306,-6.009,"NAN","NAN"
"2026-03-03 14:30:00",16605,12.64,-5.448,88.9,10.47,12.07,21.86,945.306,-5.666,"NAN","NAN"
"2026-03-03 14:31:00",16606,12.64,-5.548,89.6,11.98,13.82,45.72,945.0339,-5.325,"NAN","NAN"
"2026-03-03 14:32:00",16607,12.64,-5.556,89.9,11.58,13.45,47.36,945.17,-5.326,"NAN","NAN"
"2026-03-03 14:33:00",16608,12.64,-5.572,90.1,11.07,12.15,39.85,945.0339,-5.323,"NAN","NAN"
"2026-03-03 14:34:00",16609,12.64,-5.65,90.4,11.93,13.52,26.27,945.17,-5.322,"NAN","NAN"
"2026-03-03 14:35:00",16610,12.64,-5.678,90.5,12.34,15.33,35.52,945.306,-5.322,"NAN","NAN"
"2026-03-03 14:36:00",16611,12.64,-5.657,90.5,12.11,14.9,54.29,945.17,-5.32,"NAN","NAN"
"2026-03-03 14:37:00",16612,12.64,-5.563,89.8,10.37,12.99,47,945.306,-5.318,"NAN","NAN"
"2026-03-03 14:38:00",16613,12.64,-5.688,90.3,10.91,12.9,37.58,945.4421,-5.317,"NAN","NAN"
"2026-03-03 14:39:00",16614,12.64,-5.768,90.8,11.02,13.21,42.6,945.306,-5.436,"NAN","NAN"
"2026-03-03 14:40:00",16615,12.64,-5.72,90.7,10.33,13.54,37.24,945.17,-5.438,"NAN","NAN"
"2026-03-03 14:41:00",16616,12.64,-5.73,90.8,11.5,15.25,61.39,944.7618,-5.555,"NAN","NAN"
"2026-03-03 14:42:00",16617,12.64,-5.545,89.9,9.79,16.23,34.51,945.4421,-5.323,"NAN","NAN"
"2026-03-03 14:43:00",16618,12.64,-5.629,90.2,11.38,13.68,78,944.7618,-5.321,"NAN","NAN"
"2026-03-03 14:44:00",16619,12.64,-5.586,90,9.89,13.11,40.4,945.306,-5.322,"NAN","NAN"
"2026-03-03 14:45:00",16620,12.64,-5.584,89.7,7.365,9.07,35.81,945.306,-5.324,"NAN","NAN"
"2026-03-03 14:46:00",16621,12.64,-5.583,89.5,9.95,12.21,56.58,945.0457,-5.436,"NAN","NAN"
"2026-03-03 14:47:00",16622,12.64,-5.597,89.6,7.667,9.53,50.38,945.3156,-5.321,"NAN","NAN"
"2026-03-03 14:48:00",16623,12.63,-5.617,89.7,9.28,12.78,34.27,945.4497,-5.323,"NAN","NAN"
"2026-03-03 14:49:00",16624,12.63,-5.53,89.1,7.747,12.39,47.65,945.5842,-5.325,"NAN","NAN"
"2026-03-03 14:50:00",16625,12.63,-5.538,89,8.15,10.86,29.51,945.3109,-5.323,"NAN","NAN"
"2026-03-03 14:51:00",16626,12.63,-5.585,89,7.278,11.47,59.84,945.457,-5.321,"NAN","NAN"
"2026-03-03 14:52:00",16627,12.63,-5.481,88.4,8.76,14.15,46.25,945.7261,-5.323,"NAN","NAN"
"2026-03-03 14:53:00",16628,12.63,-5.48,88.4,6.073,7.703,36.97,945.7238,-5.325,"NAN","NAN"
"2026-03-03 14:54:00",16629,12.63,-5.435,87.9,8.04,10.54,110.7,944.7695,-5.326,"NAN","NAN"
"2026-03-03 14:55:00",16630,12.63,-5.327,86.6,8.58,11.7,92.1,945.4482,-5.524,"NAN","NAN"
"2026-03-03 14:56:00",16631,12.63,-5.076,85.6,7.02,9.45,24.39,945.5831,-5.953,"NAN","NAN"
"2026-03-03 14:57:00",16632,12.63,-5.286,87.1,7.781,12.92,48.06,945.7174,-5.554,"NAN","NAN"
"2026-03-03 14:58:00",16633,12.63,-5.257,86.8,6.296,9.35,28.21,945.7286,-5.469,"NAN","NAN"
"2026-03-03 14:59:00",16634,12.63,-5.369,87.6,8.29,12.96,87,945.4536,-5.438,"NAN","NAN"
"2026-03-03 15:00:00",16635,12.63,-5.26,86.9,6.305,8.6,30.48,945.7234,-5.722,"NAN","NAN"
"2026-03-03 15:01:00",16636,12.63,-5.467,88.3,8.68,9.68,54.51,945.4612,-5.324,"NAN","NAN"
"2026-03-03 15:02:00",16637,12.63,-5.511,88.6,8.64,9.94,24.17,945.5935,-5.326,"NAN","NAN"
"2026-03-03 15:03:00",16638,12.63,-5.53,88.7,9.51,12.05,50.11,945.4544,-5.352,"NAN","NAN"
"2026-03-03 15:04:00",16639,12.63,-5.37,88.1,7.192,9.04,29.97,945.5978,-5.321,"NAN","NAN"
"2026-03-03 15:05:00",16640,12.63,-5.5,89.1,9.7,11.43,29.44,945.5939,-5.319,"NAN","NAN"
"2026-03-03 15:06:00",16641,12.63,-5.52,89.3,9.72,10.64,25.65,945.6025,-5.318,"NAN","NAN"
"2026-03-03 15:07:00",16642,12.63,-5.664,90.1,10.07,11.29,48.03,945.6095,-5.318,"NAN","NAN"
"2026-03-03 15:08:00",16643,12.63,-5.622,90,7.775,9.86,28.83,945.6033,-5.319,"NAN","NAN"
"2026-03-03 15:09:00",16644,12.62,-5.662,90.2,9.45,11.49,14.37,945.4622,-5.32,"NAN","NAN"
"2026-03-03 15:10:00",16645,12.62,-5.692,90.6,11.09,12.37,60.93,945.1829,-5.323,"NAN","NAN"
"2026-03-03 15:11:00",16646,12.62,-5.553,89.8,7.851,9.92,37.36,945.6003,-5.324,"NAN","NAN"
"2026-03-03 15:12:00",16647,12.62,-5.559,89.9,9.63,11.58,22.19,945.4598,-5.325,"NAN","NAN"
"2026-03-03 15:13:00",16648,12.62,-5.585,90.2,10.66,11.84,23.04,945.5923,-5.322,"NAN","NAN"
"2026-03-03 15:14:00",16649,12.62,-5.661,90.6,10.38,11.51,26.9,945.4535,-5.32,"NAN","NAN"
"2026-03-03 15:15:00",16650,12.62,-5.637,90.7,10.53,12.13,37.65,945.5873,-5.318,"NAN","NAN"
"2026-03-03 15:16:00",16651,12.62,-5.534,90.2,9.27,12.74,21.64,945.4612,-5.517,"NAN","NAN"
"2026-03-03 15:17:00",16652,12.63,-5.651,90.7,9.57,11.35,22.34,945.4755,-5.316,"NAN","NAN"
"2026-03-03 15:18:00",16653,12.63,-5.726,91.1,10.53,12.45,33.23,945.4806,-5.32,"NAN","NAN"
"2026-03-03 15:19:00",16654,12.63,-5.705,91.3,8.35,10.27,68.2,945.473,-5.321,"NAN","NAN"
"2026-03-03 15:20:00",16655,12.63,-5.483,90.3,8.63,10.8,26.61,945.4668,-5.319,"NAN","NAN"
"2026-03-03 15:21:00",16656,12.62,-5.514,90.4,10.6,11.62,40.16,945.3258,-5.317,"NAN","NAN"
"2026-03-03 15:22:00",16657,12.62,-5.479,90.1,10.4,11.72,30.91,945.458,-5.319,"NAN","NAN"
"2026-03-03 15:23:00",16658,12.62,-5.635,91,10.65,13.54,67.41,944.7838,-5.322,"NAN","NAN"
"2026-03-03 15:24:00",16659,12.62,-5.603,90.9,9.12,10.64,30.04,945.4714,-5.32,"NAN","NAN"
"2026-03-03 15:25:00",16660,12.63,-5.653,91.2,10.2,11.8,29.01,945.3296,-5.321,"NAN","NAN"
