,Time,1,2
S/N,,946486,946486
Type,,TGP-4520,TGP-4520
Description,,TT24,TT24
Property,,Black Probe Temperature,White Probe Temperature
1,2026-03-06 06:31:24,-7.730,-7.573
2,2026-03-06 06:32:24,-7.730,-7.573
3,2026-03-06 06:33:24,-7.730,-7.573
4,2026-03-06 06:34:24,-7.732,-7.573
5,2026-03-06 06:35:24,-7.730,-7.573
6,2026-03-06 06:36:24,-7.732,-7.575
7,2026-03-06 06:37:24,-7.730,-7.573
8,2026-03-06 06:38:24,-7.732,-7.575
9,2026-03-06 06:39:24,-7.732,-7.575
10,2026-03-06 06:40:24,-7.732,-7.575
11,2026-03-06 06:41:24,-7.732,-7.575
12,2026-03-06 06:42:24,-7.732,-7.575
13,2026-03-06 06:43:24,-7.732,-7.575
14,2026-03-06 06:44:24,-7.732,-7.575
15,2026-03-06 06:45:24,-7.732,-7.575
16,2026-03-06 06:46:24,-7.732,-7.575
17,2026-03-06 06:47:24,-7.732,-7.577
18,2026-03-06 06:48:24,-7.732,-7.575
19,2026-03-06 06:49:24,-7.732,-7.575
20,2026-03-06 06:50:24,-7.732,-7.577
21,2026-03-06 06:51:24,-7.734,-7.575
22,2026-03-06 06:52:24,-7.734,-7.575
23,2026-03-06 06:53:24,-7.734,-7.575
24,2026-03-06 06:54:24,-7.734,-7.575
25,2026-03-06 06:55:24,-7.734,-7.575
26,2026-03-06 06:56:24,-7.734,-7.575
27,2026-03-06 06:57:24,-7.734,-7.577
28,2026-03-06 06:58:24,-7.734,-7.577
29,2026-03-06 06:59:24,-7.734,-7.577
30,2026-03-06 07:00:24,-7.734,-7.577
31,2026-03-06 07:01:24,-7.734,-7.577
32,2026-03-06 07:02:24,-7.734,-7.575
33,2026-03-06 07:03:24,-7.734,-7.577
34,2026-03-06 07:04:24,-7.734,-7.577
35,2026-03-06 07:05:24,-7.734,-7.577
36,2026-03-06 07:06:24,-7.734,-7.577
37,2026-03-06 07:07:24,-7.738,-7.577
38,2026-03-06 07:08:24,-7.734,-7.577
39,2026-03-06 07:09:24,-7.736,-7.575
