,Time,1,2
S/N,,597976,597976
Type,,TGP-4520,TGP-4520
Description,,TT03,TT03
Property,,Black Probe Temperature,White Probe Temperature
1,2026-03-03 11:43:57,-4.636,-4.774
2,2026-03-03 11:44:57,-5.419,-5.353
3,2026-03-03 11:45:57,-5.052,-5.826
4,2026-03-03 11:46:57,-5.967,-6.026
5,2026-03-03 11:47:57,-5.960,-6.068
6,2026-03-03 11:48:57,-5.904,-6.270
7,2026-03-03 11:49:57,-6.688,-6.290
8,2026-03-03 11:50:57,-6.781,-6.299
9,2026-03-03 11:51:57,-6.812,-6.301
10,2026-03-03 11:52:57,-6.821,-6.301
11,2026-03-03 11:53:57,-6.825,-6.299
12,2026-03-03 11:54:57,-6.828,-6.299
13,2026-03-03 11:55:57,-6.832,-6.302
14,2026-03-03 11:56:57,-6.830,-6.299
15,2026-03-03 11:57:57,-6.830,-6.299
16,2026-03-03 11:58:57,-6.825,-6.295
17,2026-03-03 11:59:57,-6.812,-6.297
18,2026-03-03 12:00:57,-6.807,-6.301
19,2026-03-03 12:01:57,-6.801,-6.301
20,2026-03-03 12:02:57,-6.799,-6.299
21,2026-03-03 12:03:57,-6.792,-6.290
22,2026-03-03 12:04:57,-6.772,-6.272
23,2026-03-03 12:05:57,-6.763,-6.263
24,2026-03-03 12:06:57,-6.756,-6.261
25,2026-03-03 12:07:57,-6.753,-6.254
26,2026-03-03 12:08:57,-6.744,-6.233
27,2026-03-03 12:09:57,-6.729,-6.226
28,2026-03-03 12:10:57,-6.722,-6.226
29,2026-03-03 12:11:57,-6.719,-6.235
30,2026-03-03 12:12:57,-6.726,-6.242
31,2026-03-03 12:13:57,-6.726,-6.244
32,2026-03-03 12:14:57,-6.724,-6.242
33,2026-03-03 12:15:57,-6.724,-6.242
34,2026-03-03 12:16:57,-6.722,-6.244
35,2026-03-03 12:17:57,-6.720,-6.242
36,2026-03-03 12:18:57,-6.719,-6.237
37,2026-03-03 12:19:57,-6.719,-6.237
38,2026-03-03 12:20:57,-6.720,-6.237
39,2026-03-03 12:21:57,-6.720,-6.238
40,2026-03-03 12:22:57,-6.722,-6.240
41,2026-03-03 12:23:57,-6.722,-6.240
42,2026-03-03 12:24:57,-6.722,-6.240
43,2026-03-03 12:25:57,-6.722,-6.242
44,2026-03-03 12:26:57,-6.722,-6.242
45,2026-03-03 12:27:57,-6.722,-6.242
46,2026-03-03 12:28:57,-6.722,-6.245
47,2026-03-03 12:29:57,-6.722,-6.247
48,2026-03-03 12:30:57,-6.722,-6.249
49,2026-03-03 12:31:57,-6.722,-6.249
50,2026-03-03 12:32:57,-6.720,-6.251
51,2026-03-03 12:33:57,-6.720,-6.249
52,2026-03-03 12:34:57,-6.720,-6.249
53,2026-03-03 12:35:57,-6.720,-6.251
54,2026-03-03 12:36:57,-6.720,-6.251
55,2026-03-03 12:37:57,-6.720,-6.251
56,2026-03-03 12:38:57,-6.720,-6.251
57,2026-03-03 12:39:57,-6.720,-6.251
58,2026-03-03 12:40:57,-6.720,-6.251
59,2026-03-03 12:41:57,-6.720,-6.251
60,2026-03-03 12:42:57,-6.720,-6.251
61,2026-03-03 12:43:57,-6.720,-6.251
62,2026-03-03 12:44:57,-6.720,-6.251
63,2026-03-03 12:45:57,-6.720,-6.251
64,2026-03-03 12:46:57,-6.720,-6.254
65,2026-03-03 12:47:57,-6.720,-6.256
66,2026-03-03 12:48:57,-6.720,-6.258
67,2026-03-03 12:49:57,-6.720,-6.260
68,2026-03-03 12:50:57,-6.720,-6.258
69,2026-03-03 12:51:57,-6.720,-6.260
70,2026-03-03 12:52:57,-6.720,-6.260
71,2026-03-03 12:53:57,-6.720,-6.261
72,2026-03-03 12:54:57,-6.720,-6.261
73,2026-03-03 12:55:57,-6.720,-6.263
74,2026-03-03 12:56:57,-6.722,-6.263
75,2026-03-03 12:57:57,-6.722,-6.265
76,2026-03-03 12:58:57,-6.722,-6.265
77,2026-03-03 12:59:57,-6.722,-6.267
