"TOA5","CR850_Kayleigh","CR800","19785","CR800.Std.32.06","CPU:mini_AWS_Kayleigh.CR8","62587","Res_data_1_min"
"2026-03-04 14:32:00",2935,12.71,-7.148,89.6,0,0,198.1
"2026-03-04 14:33:00",2936,12.71,-7.18,89.5,0,0,198.1
"2026-03-04 14:34:00",2937,12.71,-7.222,89.7,0,0,198.1
"2026-03-04 14:35:00",2938,12.71,-7.217,89.9,0.336,0.966,209.7
"2026-03-04 14:36:00",2939,12.72,-7.237,90.2,1.038,1.2,217.7
"2026-03-04 14:37:00",2940,12.72,-7.203,90.6,1.033,1.299,217.5
"2026-03-04 14:38:00",2941,12.72,-7.172,90.6,0.719,1.2,224.1
"2026-03-04 14:39:00",2942,12.72,-7.144,90.8,0.272,0.633,302.4
"2026-03-04 14:40:00",2943,12.72,-7.087,91.1,0,0,302.3
"2026-03-04 14:41:00",2944,12.72,-7.007,91.2,0,0,302.3
"2026-03-04 14:42:00",2945,12.72,-6.987,90.8,0,0,302.4
"2026-03-04 14:43:00",2946,12.72,-6.984,90.6,0.014,0.167,302.3
"2026-03-04 14:44:00",2947,12.72,-6.979,90.6,0,0,302.3
"2026-03-04 14:45:00",2948,12.72,-6.959,90.6,0,0,302.3
"2026-03-04 14:46:00",2949,12.72,-6.934,90.7,0,0,302.3
"2026-03-04 14:47:00",2950,12.72,-6.914,90.7,0,0,302.9
"2026-03-04 14:48:00",2951,12.72,-6.874,91,0,0,302.9
"2026-03-04 14:49:00",2952,12.72,-6.834,90.8,0,0,302.9
"2026-03-04 14:50:00",2953,12.72,-6.789,90.8,0,0,302.9
"2026-03-04 14:51:00",2954,12.72,-6.758,90.9,0,0,302.9
"2026-03-04 14:52:00",2955,12.72,-6.74,91,0,0,302.9
"2026-03-04 14:53:00",2956,12.72,-6.704,90.9,0,0,302.9
"2026-03-04 14:54:00",2957,12.72,-6.687,90.9,0,0,302.9
"2026-03-04 14:55:00",2958,12.72,-6.675,90.8,0,0,302.9
"2026-03-04 14:56:00",2959,12.72,-6.662,90.7,0,0,302.9
"2026-03-04 14:57:00",2960,12.72,-6.656,90.7,0,0,302.9
"2026-03-04 14:58:00",2961,12.72,-6.648,90.6,0,0,302.9
"2026-03-04 14:59:00",2962,12.72,-6.639,90.6,0,0,302.9
"2026-03-04 15:00:00",2963,12.72,-6.65,90.5,0,0,302.9
"2026-03-04 15:01:00",2964,12.72,-6.645,90.5,0,0,302.9
"2026-03-04 15:02:00",2965,12.72,-6.659,90.5,0,0,302.9
"2026-03-04 15:03:00",2966,12.72,-6.657,90.4,0,0,302.9
"2026-03-04 15:04:00",2967,12.72,-6.646,90.5,0,0,302.9
"2026-03-04 15:05:00",2968,12.72,-6.639,90.4,0,0,302.9
"2026-03-04 15:06:00",2969,12.72,-6.64,90.4,0,0,302.9
"2026-03-04 15:07:00",2970,12.72,-6.657,90,0,0,302.1
"2026-03-04 15:08:00",2971,12.72,-6.762,89.6,0,0,302.1
"2026-03-04 15:09:00",2972,12.72,-6.852,89.7,0,0,301.8
"2026-03-04 15:10:00",2973,12.72,-6.926,89.8,0,0,223.3
"2026-03-04 15:11:00",2974,12.72,-6.991,89.7,0.044,0.3,222.2
"2026-03-04 15:12:00",2975,12.72,-7.065,89.7,0.536,0.9,222.2
"2026-03-04 15:13:00",2976,12.72,-7.11,90.2,1.108,1.333,222.4
"2026-03-04 15:14:00",2977,12.72,-7.108,90.4,0.975,1.2,231.3
"2026-03-04 15:15:00",2978,12.72,-7.138,90.7,0.797,0.966,254.9
"2026-03-04 15:16:00",2979,12.72,-7.127,91,0.866,1.133,256.8
"2026-03-04 15:17:00",2980,12.72,-7.11,91.3,1.083,1.233,257.1
"2026-03-04 15:18:00",2981,12.72,-7.042,91.5,1.388,1.766,257
"2026-03-04 15:19:00",2982,12.72,-7.006,91.4,1.344,1.599,257.1
"2026-03-04 15:20:00",2983,12.72,-7.009,91.3,1.002,1.166,268.3
"2026-03-04 15:21:00",2984,12.72,-7.006,91.3,0.389,0.733,281.6
"2026-03-04 15:22:00",2985,12.72,-6.978,91.5,0.011,0.1,281.6
"2026-03-04 15:23:00",2986,12.72,-6.915,91.5,0,0,300.3
"2026-03-04 15:24:00",2987,12.72,-6.855,91.6,0,0,300.3
"2026-03-04 15:25:00",2988,12.72,-6.84,91.4,0,0,300.3
"2026-03-04 15:26:00",2989,12.72,-6.826,91.4,0.014,0.1,300.5
"2026-03-04 15:27:00",2990,12.72,-6.781,91.3,0.056,0.433,318.3
"2026-03-04 15:28:00",2991,12.72,-6.781,91.3,0.011,0.1,318.3
"2026-03-04 15:29:00",2992,12.72,-6.752,91.3,0,0,318.3
"2026-03-04 15:30:00",2993,12.72,-6.722,91.2,0,0,318.3
"2026-03-04 15:31:00",2994,12.72,-6.701,91.1,0,0,318.3
"2026-03-04 15:32:00",2995,12.72,-6.687,91.2,0,0,318.4
"2026-03-04 15:33:00",2996,12.72,-6.682,91,0,0,318.3
"2026-03-04 15:34:00",2997,12.72,-6.683,90.9,0,0,318.3
"2026-03-04 15:35:00",2998,12.72,-6.7,90.8,0,0,318.3
"2026-03-04 15:36:00",2999,12.72,-6.728,90.7,0,0,318.3
"2026-03-04 15:37:00",3000,12.72,-6.762,90.6,0,0,318.3
"2026-03-04 15:38:00",3001,12.72,-6.776,90.5,0,0,318.3
"2026-03-04 15:39:00",3002,12.72,-6.805,90.3,0,0,318.3
"2026-03-04 15:40:00",3003,12.72,-6.871,89.8,0,0,313.1
"2026-03-04 15:41:00",3004,12.72,-6.981,89.7,0,0,313.1
"2026-03-04 15:42:00",3005,12.72,-7.069,89.6,0,0,313.1
"2026-03-04 15:43:00",3006,12.72,-7.117,89.6,0,0,313.1
"2026-03-04 15:44:00",3007,12.72,-7.193,89.6,0,0,313.1
"2026-03-04 15:45:00",3008,12.72,-7.269,89.8,0,0,313.1
"2026-03-04 15:46:00",3009,12.72,-7.315,90,0,0,313.1
"2026-03-04 15:47:00",3010,12.72,-7.312,90.1,0,0,313.1
"2026-03-04 15:48:00",3011,12.72,-7.331,90.1,0,0,313.1
"2026-03-04 15:49:00",3012,12.72,-7.365,90.3,0,0,313.1
"2026-03-04 15:50:00",3013,12.72,-7.387,90.6,0,0,313.1
"2026-03-04 15:51:00",3014,12.72,-7.363,90.5,0,0,313.1
"2026-03-04 15:52:00",3015,12.72,-7.416,90.6,0,0,313.1
"2026-03-04 15:53:00",3016,12.72,-7.402,90.8,0,0,313.1
"2026-03-04 15:54:00",3017,12.72,-7.359,91.1,0,0,313.1
"2026-03-04 15:55:00",3018,12.72,-7.288,91.4,0,0,313.2
"2026-03-04 15:56:00",3019,12.72,-7.178,91.7,0,0,313.4
"2026-03-04 15:57:00",3020,12.72,-7.121,91.8,0,0,313.4
"2026-03-04 15:58:00",3021,12.72,-7.076,91.9,0,0,313
"2026-03-04 15:59:00",3022,12.72,-7.177,91.2,0.147,0.6,166
"2026-03-04 16:00:00",3023,12.72,-7.342,90.6,0.505,1,191.8
"2026-03-04 16:01:00",3024,12.72,-7.452,90.6,0.283,0.8,199.6
"2026-03-04 16:02:00",3025,12.72,-7.464,90.8,0,0,199.6
"2026-03-04 16:03:00",3026,12.72,-7.452,90.9,0,0,199.6
"2026-03-04 16:04:00",3027,12.72,-7.452,91.3,0.081,0.466,206.5
"2026-03-04 16:05:00",3028,12.72,-7.41,91.5,0.283,0.833,210
"2026-03-04 16:06:00",3029,12.72,-7.424,91.5,0.897,1.366,210
"2026-03-04 16:07:00",3030,12.72,-7.436,91.3,1.846,2.099,210
"2026-03-04 16:08:00",3031,12.72,-7.472,91.3,2.557,2.832,214.3
"2026-03-04 16:09:00",3032,12.72,-7.498,91.2,2.552,2.832,211.4
"2026-03-04 16:10:00",3033,12.72,-7.506,91,2.296,2.699,214.8
"2026-03-04 16:11:00",3034,12.72,-7.537,91,1.769,2.066,214.7
"2026-03-04 16:12:00",3035,12.72,-7.515,91.2,1.558,1.933,215.5
"2026-03-04 16:13:00",3036,12.72,-7.433,91.5,1.205,1.533,222.4
"2026-03-04 16:14:00",3037,12.72,-7.379,91.4,0.65,0.966,222.5
"2026-03-04 16:15:00",3038,12.72,-7.37,91.3,0.3,0.8,222.5
"2026-03-04 16:16:00",3039,12.72,-7.381,91,0.011,0.1,221.3
"2026-03-04 16:17:00",3040,12.72,-7.489,90.1,0.597,0.866,217
"2026-03-04 16:18:00",3041,12.72,-7.591,90.1,0.242,0.733,207.6
"2026-03-04 16:19:00",3042,12.72,-7.599,90.4,0,0,207.5
"2026-03-04 16:20:00",3043,12.72,-7.562,90.8,0.111,0.433,207.5
"2026-03-04 16:21:00",3044,12.72,-7.506,91.1,0.075,0.5,207.7
"2026-03-04 16:22:00",3045,12.72,-7.443,91.3,0.014,0.1,207.7
"2026-03-04 16:23:00",3046,12.72,-7.404,91.4,0,0,207.7
"2026-03-04 16:24:00",3047,12.72,-7.338,91.4,0,0,207.7
"2026-03-04 16:25:00",3048,12.72,-7.316,91.1,0,0,207.7
"2026-03-04 16:26:00",3049,12.72,-7.364,90.7,0,0,207.7
"2026-03-04 16:27:00",3050,12.72,-7.449,90.3,0,0,207.7
"2026-03-04 16:28:00",3051,12.72,-7.492,90.2,0,0,207.8
"2026-03-04 16:29:00",3052,12.72,-7.525,90.3,0,0,236.2
"2026-03-04 16:30:00",3053,12.72,-7.579,90.4,0.114,0.5,248.2
"2026-03-04 16:31:00",3054,12.72,-7.582,90.6,0.419,0.733,256.4
"2026-03-04 16:32:00",3055,12.72,-7.63,90.6,0.791,1.266,256.5
"2026-03-04 16:33:00",3056,12.72,-7.661,91,0.666,0.833,259.6
"2026-03-04 16:34:00",3057,12.72,-7.613,91.2,0.95,1.066,270.8
"2026-03-04 16:35:00",3058,12.72,-7.562,91.5,0.572,1.033,270.8
"2026-03-04 16:36:00",3059,12.72,-7.506,91.6,0.797,1.433,271.1
"2026-03-04 16:37:00",3060,12.72,-7.529,91.4,0.622,1.066,270.9
"2026-03-04 16:38:00",3061,12.72,-7.54,91.2,0.664,0.866,261.5
"2026-03-04 16:39:00",3062,12.72,-7.491,91.4,0.069,0.7,261.5
"2026-03-04 16:40:00",3063,12.72,-7.528,91.2,0.347,0.8,261.5
"2026-03-04 16:41:00",3064,12.72,-7.542,91.2,0.039,0.3,261.2
"2026-03-04 16:42:00",3065,12.72,-7.61,90.6,0.23,0.633,241.3
"2026-03-04 16:43:00",3066,12.72,-7.693,90.6,0,0,241.2
"2026-03-04 16:44:00",3067,12.72,-7.738,91,0,0,241.2
"2026-03-04 16:45:00",3068,12.72,-7.698,91.3,0,0,241.3
"2026-03-04 16:46:00",3069,12.72,-7.681,91.5,0,0,241.3
"2026-03-04 16:47:00",3070,12.72,-7.664,91.6,0,0,241.3
"2026-03-04 16:48:00",3071,12.72,-7.65,91.7,0,0,241.3
"2026-03-04 16:49:00",3072,12.72,-7.645,91.9,0,0,241.3
"2026-03-04 16:50:00",3073,12.72,-7.563,92,0,0,241.3
"2026-03-04 16:51:00",3074,12.72,-7.546,92.1,0,0,241.5
"2026-03-04 16:52:00",3075,12.72,-7.475,92.1,0,0,241.5
"2026-03-04 16:53:00",3076,12.72,-7.458,92,0,0,241.5
"2026-03-04 16:54:00",3077,12.72,-7.458,91.8,0,0,241.5
"2026-03-04 16:55:00",3078,12.72,-7.483,91.8,0,0,241.5
"2026-03-04 16:56:00",3079,12.72,-7.483,91.7,0,0,241.5
"2026-03-04 16:57:00",3080,12.72,-7.511,91.6,0,0,241.4
"2026-03-04 16:58:00",3081,12.72,-7.517,91.6,0,0,241.5
"2026-03-04 16:59:00",3082,12.72,-7.511,91.8,0,0,241.5
"2026-03-04 17:00:00",3083,12.72,-7.511,91.8,0,0,241.4
"2026-03-04 17:01:00",3084,12.72,-7.48,91.8,0,0,241.4
"2026-03-04 17:02:00",3085,12.72,-7.477,91.8,0,0,241.5
"2026-03-04 17:03:00",3086,12.72,-7.454,91.9,0,0,241.7
"2026-03-04 17:04:00",3087,12.72,-7.428,92,0,0,261.6
"2026-03-04 17:05:00",3088,12.72,-7.431,91.9,0,0,262.1
"2026-03-04 17:06:00",3089,12.72,-7.428,92,0,0,262.1
"2026-03-04 17:07:00",3090,12.72,-7.386,92,0,0,262.1
"2026-03-04 17:08:00",3091,12.72,-7.405,92,0,0,262.1
"2026-03-04 17:09:00",3092,12.72,-7.406,92,0,0,262.1
"2026-03-04 17:10:00",3093,12.72,-7.397,92,0,0,262.1
"2026-03-04 17:11:00",3094,12.72,-7.366,92.1,0,0,262.1
"2026-03-04 17:12:00",3095,12.72,-7.363,92.2,0,0,319.6
"2026-03-04 17:13:00",3096,12.72,-7.362,92.1,0.214,0.733,9.03
"2026-03-04 17:14:00",3097,12.72,-7.388,92.1,1.047,1.333,13.28
"2026-03-04 17:15:00",3098,12.72,-7.427,92,1.516,1.733,29.13
"2026-03-04 17:16:00",3099,12.72,-7.456,92,1.627,1.766,42.92
"2026-03-04 17:17:00",3100,12.72,-7.487,92,2.332,2.599,43.23
"2026-03-04 17:18:00",3101,12.72,-7.467,92.4,2.593,3.165,35.21
"2026-03-04 17:19:00",3102,12.72,-7.43,92.6,3.235,3.565,45.98
"2026-03-04 17:20:00",3103,12.72,-7.439,92.6,2.885,3.232,41.68
"2026-03-04 17:21:00",3104,12.72,-7.472,92.5,2.46,2.999,42.7
"2026-03-04 17:22:00",3105,12.72,-7.549,92.5,2.055,2.632,24.3
"2026-03-04 17:23:00",3106,12.72,-7.544,92.6,2.244,2.766,46.22
"2026-03-04 17:24:00",3107,12.72,-7.561,92.7,1.688,2.166,35.5
"2026-03-04 17:25:00",3108,12.72,-7.591,92.9,0.975,1.266,35.31
"2026-03-04 17:26:00",3109,12.72,-7.541,92.9,0.139,0.6,35.31
"2026-03-04 17:27:00",3110,12.72,-7.563,93,0,0,35.31
"2026-03-04 17:28:00",3111,12.72,-7.583,92.9,0,0,35.31
"2026-03-04 17:29:00",3112,12.72,-7.597,92.9,0,0,35.26
"2026-03-04 17:30:00",3113,12.72,-7.623,92.8,0.508,1.1,227.4
"2026-03-04 17:31:00",3114,12.72,-7.693,92.8,1.369,1.966,193.1
"2026-03-04 17:32:00",3115,12.72,-7.659,93.1,2.446,2.832,199
"2026-03-04 17:33:00",3116,12.72,-7.609,93.2,2.46,2.899,210.4
"2026-03-04 17:34:00",3117,12.72,-7.564,93.5,2.463,2.899,210.1
"2026-03-04 17:35:00",3118,12.72,-7.516,93.6,2.943,3.099,210.1
"2026-03-04 17:36:00",3119,12.72,-7.422,93.7,2.679,2.799,209.9
"2026-03-04 17:37:00",3120,12.72,-7.368,93.9,2.485,2.832,205
"2026-03-04 17:38:00",3121,12.72,-7.323,93.8,2.224,2.532,209.6
"2026-03-04 17:39:00",3122,12.72,-7.27,93.8,1.946,2.332,209.9
"2026-03-04 17:40:00",3123,12.72,-7.233,93.8,1.299,1.799,210.3
"2026-03-04 17:41:00",3124,12.72,-7.23,93.6,1.763,2.066,221
"2026-03-04 17:42:00",3125,12.72,-7.204,93.5,0.908,1.499,225.2
"2026-03-04 17:43:00",3126,12.72,-7.241,93.2,0.319,0.733,218.8
"2026-03-04 17:44:00",3127,12.72,-7.241,93.4,0,0,226.1
"2026-03-04 17:45:00",3128,12.72,-7.167,93.4,0,0,226.5
"2026-03-04 17:46:00",3129,12.72,-7.094,93.4,0.186,1,332.2
"2026-03-04 17:47:00",3130,12.72,-7.043,93.4,0.508,0.766,325.8
"2026-03-04 17:48:00",3131,12.72,-7.032,93.2,0.247,0.7,307.2
"2026-03-04 17:49:00",3132,12.72,-6.995,93.2,0,0,307.3
"2026-03-04 17:50:00",3133,12.72,-6.983,93.1,0,0,307.3
"2026-03-04 17:51:00",3134,12.72,-6.947,93.1,0,0,307.3
"2026-03-04 17:52:00",3135,12.72,-6.921,93,0,0,307.3
"2026-03-04 17:53:00",3136,12.72,-6.918,92.9,0,0,307.3
"2026-03-04 17:54:00",3137,12.72,-6.935,92.8,0,0,275.5
"2026-03-04 17:55:00",3138,12.72,-6.972,92.4,0.461,1.233,205.4
"2026-03-04 17:56:00",3139,12.72,-7.057,92,2.13,2.366,205.4
"2026-03-04 17:57:00",3140,12.72,-7.182,91.8,2.066,2.199,200.4
"2026-03-04 17:58:00",3141,12.72,-7.236,91.8,1.858,2.332,199
"2026-03-04 17:59:00",3142,12.72,-7.32,91.7,1.111,1.699,199
"2026-03-04 18:00:00",3143,12.72,-7.329,92,0,0,198.9
"2026-03-04 18:01:00",3144,12.72,-7.275,92.3,0.267,0.7,199.1
"2026-03-04 18:02:00",3145,12.72,-7.199,92.5,0,0,199.1
"2026-03-04 18:03:00",3146,12.72,-7.165,92.3,0,0,199.1
"2026-03-04 18:04:00",3147,12.72,-7.193,91.9,0,0,199.7
"2026-03-04 18:05:00",3148,12.72,-7.249,92,0.078,0.733,292.9
"2026-03-04 18:06:00",3149,12.72,-7.261,92.2,1.352,1.766,1.449
"2026-03-04 18:07:00",3150,12.72,-7.23,92.3,0.289,1.133,76.85
"2026-03-04 18:08:00",3151,12.72,-7.111,92.1,1.358,1.866,106.5
"2026-03-04 18:09:00",3152,12.72,-7.176,91.3,0.877,2.499,119.3
"2026-03-04 18:10:00",3153,12.72,-7.182,90.8,0,0,204.4
"2026-03-04 18:11:00",3154,12.72,-7.208,90.4,0,0,228.3
"2026-03-04 18:12:00",3155,12.72,-7.236,90.2,0,0,228.3
"2026-03-04 18:13:00",3156,12.72,-7.233,90.7,0.022,0.167,232.9
"2026-03-04 18:14:00",3157,12.72,-7.188,90.9,0.003,0.033,232.9
"2026-03-04 18:15:00",3158,12.72,-7.168,91,0,0,232.9
"2026-03-04 18:16:00",3159,12.72,-7.137,91.1,0,0,232.9
"2026-03-04 18:17:00",3160,12.72,-7.115,91,0,0,212.7
"2026-03-04 18:18:00",3161,12.72,-7.138,90.8,0.003,0.033,147.8
"2026-03-04 18:19:00",3162,12.72,-7.149,90.6,0.011,0.133,147.8
"2026-03-04 18:20:00",3163,12.72,-7.183,90.7,0,0,161.4
"2026-03-04 18:21:00",3164,12.72,-7.165,90.4,0.072,0.367,200.3
"2026-03-04 18:22:00",3165,12.72,-7.233,90.4,0,0,200.3
"2026-03-04 18:23:00",3166,12.72,-7.27,90.2,0.217,0.733,0.097
"2026-03-04 18:24:00",3167,12.72,-7.397,89.9,0.794,1.633,329.5
"2026-03-04 18:25:00",3168,12.72,-7.358,90.1,0.769,1.333,22.36
"2026-03-04 18:26:00",3169,12.72,-7.196,90.2,1.377,1.833,47.67
"2026-03-04 18:27:00",3170,12.72,-7.074,89.9,1.871,2.432,41.49
"2026-03-04 18:28:00",3171,12.72,-7.006,89.6,3.229,4.098,47
"2026-03-04 18:29:00",3172,12.72,-6.947,89.4,1.616,2.766,56.8
"2026-03-04 18:30:00",3173,12.72,-6.888,89,1.494,2.099,27.48
"2026-03-04 18:31:00",3174,12.72,-6.882,88.7,0.952,1.533,20.53
"2026-03-04 18:32:00",3175,12.72,-6.893,88.8,0.447,1.033,22.75
"2026-03-04 18:33:00",3176,12.72,-6.927,88.7,1.441,3.399,22.94
"2026-03-04 18:34:00",3177,12.72,-6.964,88.7,1.758,3.199,139.9
"2026-03-04 18:35:00",3178,12.72,-6.947,88.1,0.528,1.633,51.97
"2026-03-04 18:36:00",3179,12.72,-6.82,87.4,0.58,1.733,55.21
"2026-03-04 18:37:00",3180,12.72,-6.783,86.7,1.086,1.999,44.58
"2026-03-04 18:38:00",3181,12.72,-6.718,86.9,0.825,2.399,28.5
"2026-03-04 18:39:00",3182,12.72,-6.703,87,0.008,0.067,11.45
"2026-03-04 18:40:00",3183,12.72,-6.743,87.3,0,0,6.327
"2026-03-04 18:41:00",3184,12.72,-6.768,87.3,0.297,1.2,333.4
"2026-03-04 18:42:00",3185,12.72,-6.808,86.9,0.144,0.533,44.87
"2026-03-04 18:43:00",3186,12.72,-6.811,86.4,0.833,1.466,28.83
"2026-03-04 18:44:00",3187,12.72,-6.814,86,1.538,3.965,2.753
"2026-03-04 18:45:00",3188,12.72,-6.856,86.1,4.443,6.297,20.14
"2026-03-04 18:46:00",3189,12.72,-6.854,87,4.495,5.131,16.08
"2026-03-04 18:47:00",3190,12.72,-6.834,87.4,3.138,4.865,27.87
"2026-03-04 18:48:00",3191,12.72,-6.803,87.3,1.844,2.499,8.84
"2026-03-04 18:49:00",3192,12.72,-6.873,87.6,1.399,1.799,19.95
"2026-03-04 18:50:00",3193,12.72,-6.927,87.5,1.461,2.232,53.27
"2026-03-04 18:51:00",3194,12.72,-6.998,87.8,2.182,2.599,34.73
"2026-03-04 18:52:00",3195,12.72,-7.064,87.7,3.401,4.731,16.95
"2026-03-04 18:53:00",3196,12.72,-7.078,87.3,5.253,6.264,24.71
"2026-03-04 18:54:00",3197,12.72,-7.098,87.1,5.462,6.364,56.82
"2026-03-04 18:55:00",3198,12.72,-6.967,86,3.962,5.331,138.3
"2026-03-04 18:56:00",3199,12.72,-6.781,82.8,4.379,8.43,80.7
"2026-03-04 18:57:00",3200,12.72,-6.588,80.5,1.594,2.499,104.1
"2026-03-04 18:58:00",3201,12.72,-6.494,78.2,3.929,7.33,157.7
"2026-03-04 18:59:00",3202,12.72,-6.389,76.94,6.378,7.83,160.8
"2026-03-04 19:00:00",3203,12.72,-6.344,76.36,5.914,7.464,151.4
"2026-03-04 19:01:00",3204,12.72,-6.278,75.41,3.843,4.665,142.3
"2026-03-04 19:02:00",3205,12.72,-6.264,75.03,2.094,3.099,79.07
"2026-03-04 19:03:00",3206,12.72,-6.245,74.96,1.125,2.566,94.4
"2026-03-04 19:04:00",3207,12.72,-6.307,75.65,1.994,2.699,23.93
"2026-03-04 19:05:00",3208,12.72,-6.429,76.83,2.274,3.432,60.81
"2026-03-04 19:06:00",3209,12.72,-6.512,76.66,4.462,6.331,148.3
"2026-03-04 19:07:00",3210,12.72,-6.443,75.95,5.537,7.197,96.2
"2026-03-04 19:08:00",3211,12.72,-6.415,75.03,5.692,7.83,115.8
"2026-03-04 19:09:00",3212,12.72,-6.358,74.9,1.097,2.366,139.1
"2026-03-04 19:10:00",3213,12.72,-6.373,76.05,2.338,3.865,4.54
"2026-03-04 19:11:00",3214,12.72,-6.54,77.75,2.58,2.965,16.47
"2026-03-04 19:12:00",3215,12.72,-6.71,79.01,2.971,3.499,8.98
"2026-03-04 19:13:00",3216,12.72,-6.838,79.83,2.238,3.132,17.34
"2026-03-04 19:14:00",3217,12.72,-6.971,80.6,1.958,3.565,40.18
"2026-03-04 19:15:00",3218,12.72,-7.025,80.7,3.94,5.464,55.88
"2026-03-04 19:16:00",3219,12.72,-6.836,78.57,5.151,5.731,45.35
"2026-03-04 19:17:00",3220,12.72,-6.688,77.96,5.295,6.064,46.51
"2026-03-04 19:18:00",3221,12.72,-6.688,78.94,3.737,4.831,39.94
"2026-03-04 19:19:00",3222,12.72,-6.796,79.72,2.008,2.899,99.1
"2026-03-04 19:20:00",3223,12.72,-6.913,80.3,0.608,1.666,64.28
"2026-03-04 19:21:00",3224,12.72,-6.953,80.6,0,0,63.89
"2026-03-04 19:22:00",3225,12.72,-6.981,80.4,0.586,2.132,183.8
"2026-03-04 19:23:00",3226,12.72,-6.914,78.53,1.824,2.399,131.2
"2026-03-04 19:24:00",3227,12.72,-6.766,77.27,2.063,3.632,92.3
"2026-03-04 19:25:00",3228,12.72,-6.686,75.98,4.109,6.831,79.3
"2026-03-04 19:26:00",3229,12.72,-6.604,74.93,2.813,3.232,61.38
"2026-03-04 19:27:00",3230,12.72,-6.555,74.35,2.166,4.332,48.15
"2026-03-04 19:28:00",3231,12.72,-6.488,73.33,4.518,8.73,58.9
"2026-03-04 19:29:00",3232,12.72,-6.437,71.73,5.689,7.364,51.65
"2026-03-04 19:30:00",3233,12.72,-6.38,71.97,3.579,6.231,39.87
"2026-03-04 19:31:00",3234,12.72,-6.384,72.44,5.065,5.998,27.14
"2026-03-04 19:32:00",3235,12.72,-6.412,72.81,2.474,4.698,35.13
"2026-03-04 19:33:00",3236,12.72,-6.416,72.37,5.484,7.264,63.94
"2026-03-04 19:34:00",3237,12.72,-6.375,72.1,7.791,10.5,60.85
"2026-03-04 19:35:00",3238,12.72,-6.378,71.66,4.751,6.964,97.2
"2026-03-04 19:36:00",3239,12.72,-6.376,71.28,5.717,8.63,67.23
"2026-03-04 19:37:00",3240,12.72,-6.33,70.98,3.651,4.665,161.7
"2026-03-04 19:38:00",3241,12.72,-6.314,71.32,2.507,3.465,200.5
"2026-03-04 19:39:00",3242,12.72,-6.334,71.69,4.337,5.531,215.7
"2026-03-04 19:40:00",3243,12.72,-6.337,72.06,1.794,4.032,21.63
"2026-03-04 19:41:00",3244,12.72,-6.374,72.95,3.893,5.365,48.27
