"TOA5","CR850_Kayleigh","CR800","19785","CR800.Std.32.06","CPU:mini_AWS_Kayleigh.CR8","62587","Res_data_1_min"
"2026-03-02 14:05:00",33,12.86,-5.457,81.2,9.99,14.73,40.06
"2026-03-02 14:06:00",34,12.86,-5.406,80.8,13.18,15.79,64.22
"2026-03-02 14:07:00",35,12.86,-5.412,80.9,10.64,15.83,49.06
"2026-03-02 14:08:00",36,12.86,-5.418,80.9,13.3,17.43,52.8
"2026-03-02 14:09:00",37,12.86,-5.401,80.7,13.85,16.76,38.56
"2026-03-02 14:10:00",38,12.86,-5.403,81,14.35,19.23,92.9
"2026-03-02 14:11:00",39,12.86,-5.42,81.2,13.16,20.03,47.45
"2026-03-02 14:12:00",40,12.85,-5.409,81,14.51,20.69,37.09
"2026-03-02 14:13:00",41,12.85,-5.381,81,13.68,18.76,50.61
"2026-03-02 14:14:00",42,12.85,-5.403,81.5,12.94,19.89,36.9
"2026-03-02 14:15:00",43,12.85,-5.409,81.1,14.55,20.92,50.03
"2026-03-02 14:16:00",44,12.85,-5.381,81.1,15.92,22.02,80.1
"2026-03-02 14:17:00",45,12.85,-5.352,81.1,12.96,17.59,67.26
"2026-03-02 14:18:00",46,12.85,-5.395,81.8,10.96,13.73,79.86
"2026-03-02 14:19:00",47,12.85,-5.384,81.1,9.46,16.06,167.8
"2026-03-02 14:20:00",48,12.85,-5.355,81.1,7.541,11.93,44.45
"2026-03-02 14:21:00",49,12.85,-5.392,81.5,15.52,21.16,64.27
"2026-03-02 14:22:00",50,12.84,-5.389,81.3,9.8,14.59,52.25
"2026-03-02 14:23:00",51,12.84,-5.412,82.1,12.38,17.76,37.17
"2026-03-02 14:24:00",52,12.84,-5.471,82.4,14.89,21.76,66
"2026-03-02 14:25:00",53,12.84,-5.418,81.7,15.83,19.89,59.27
"2026-03-02 14:26:00",54,12.84,-5.384,81.4,12.51,15.66,61.64
"2026-03-02 14:27:00",55,12.84,-5.375,81.4,12.38,14.16,58.35
"2026-03-02 14:28:00",56,12.84,-5.412,81.4,15.49,20.59,83.2
"2026-03-02 14:29:00",57,12.84,-5.386,81.6,12.52,13.83,56.42
"2026-03-02 14:30:00",58,12.84,-5.434,82,13.62,18.49,33.64
"2026-03-02 14:31:00",59,12.84,-5.451,81.8,17.35,20.06,48.1
"2026-03-02 14:32:00",60,12.84,-5.409,80.7,15,34.19,73.08
"2026-03-02 14:33:00",61,12.83,-5.392,81.4,12.41,17.06,54.57
"2026-03-02 14:34:00",62,12.83,-5.437,82,11.32,15.63,41.58
"2026-03-02 14:35:00",63,12.83,-5.465,82.4,15.09,18.16,50.29
"2026-03-02 14:36:00",64,12.83,-5.473,82.2,17.12,18.86,76.12
"2026-03-02 14:37:00",65,12.83,-5.467,82.3,10.88,16.46,58.41
"2026-03-02 14:38:00",66,12.83,-5.467,82.5,12.79,14.23,58.07
"2026-03-02 14:39:00",67,12.83,-5.486,82.8,15.19,17.26,59.2
"2026-03-02 14:40:00",68,12.83,-5.48,82.7,14.47,18.26,56.65
"2026-03-02 14:41:00",69,12.83,-5.514,82.9,13.7,16.03,59.01
"2026-03-02 14:42:00",70,12.83,-5.526,82.7,12.32,15.46,67.82
"2026-03-02 14:43:00",71,12.83,-5.52,83.1,10.6,15.69,47.79
"2026-03-02 14:44:00",72,12.83,-5.554,83.3,13.3,15.86,52.01
"2026-03-02 14:45:00",73,12.83,-5.539,83,14.14,17.89,64.39
"2026-03-02 14:46:00",74,12.82,-5.488,82.6,14.39,20.06,73.15
"2026-03-02 14:47:00",75,12.82,-5.48,82.7,13.61,17.96,70.71
"2026-03-02 14:48:00",76,12.82,-5.466,82.9,11.92,14.26,57.32
"2026-03-02 14:49:00",77,12.82,-5.491,83.4,14.85,17.03,45.81
"2026-03-02 14:50:00",78,12.82,-5.54,83,11.92,15.59,55.65
"2026-03-02 14:51:00",79,12.82,-5.5,82.9,10.87,13.03,58.02
"2026-03-02 14:52:00",80,12.82,-5.502,83,15.3,18.06,71.3
"2026-03-02 14:53:00",81,12.82,-5.488,82.8,12.36,15.13,69.97
"2026-03-02 14:54:00",82,12.82,-5.491,83.2,11.13,12.96,35.31
"2026-03-02 14:55:00",83,12.82,-5.49,83.2,11.8,13.86,36.42
"2026-03-02 14:56:00",84,12.82,-5.492,83.1,9.83,13.39,76.78
"2026-03-02 14:57:00",85,12.82,-5.492,82.8,6.081,11.9,47.07
"2026-03-02 14:58:00",86,12.82,-5.486,83.2,7.783,11.43,71.78
"2026-03-02 14:59:00",87,12.82,-5.532,83.4,7.988,10.03,66.13
"2026-03-02 15:00:00",88,12.82,-5.481,83.2,12.39,16.23,72.7
"2026-03-02 15:01:00",89,12.82,-5.438,81.8,11.99,17.33,46.78
"2026-03-02 15:02:00",90,12.81,-5.404,82,12.28,17.89,69.06
"2026-03-02 15:03:00",91,12.81,-5.423,82.4,13.75,16.16,72.07
"2026-03-02 15:04:00",92,12.81,-5.435,82.5,9.23,13.49,59.06
"2026-03-02 15:05:00",93,12.81,-5.434,82.8,11.75,14.13,75.79
"2026-03-02 15:06:00",94,12.81,-5.485,83.1,9.74,11.6,63.09
"2026-03-02 15:07:00",95,12.81,-5.534,83.7,7.836,10.4,49.05
"2026-03-02 15:08:00",96,12.81,-5.664,84.3,7.378,13.06,75.16
"2026-03-02 15:09:00",97,12.81,-5.658,84.3,10.01,13.29,75.02
"2026-03-02 15:10:00",98,12.81,-5.59,83.9,12.54,15.26,70.05
"2026-03-02 15:11:00",99,12.81,-5.533,83.2,8.27,12.33,58.73
"2026-03-02 15:12:00",100,12.81,-5.468,82.8,10.34,12.4,61.89
"2026-03-02 15:13:00",101,12.81,-5.463,82.5,10.55,12.53,53.8
"2026-03-02 15:14:00",102,12.81,-5.465,82.4,10.13,12.69,70
"2026-03-02 15:15:00",103,12.81,-5.457,82.7,8.75,11.66,62.03
"2026-03-02 15:16:00",104,12.81,-5.48,83.2,11.09,14.43,65.41
"2026-03-02 15:17:00",105,12.81,-5.522,83.4,10.65,11.53,60.17
"2026-03-02 15:18:00",106,12.81,-5.548,83.2,11,12.23,40.19
"2026-03-02 15:19:00",107,12.81,-5.514,82.9,10.57,13.09,65.75
"2026-03-02 15:20:00",108,12.81,-5.499,82.7,10.79,14.16,74.32
"2026-03-02 15:21:00",109,12.81,-5.505,83.1,13.78,16.06,69.49
"2026-03-02 15:22:00",110,12.81,-5.477,82.6,13.36,16.26,55.81
"2026-03-02 15:23:00",111,12.8,-5.468,82.3,8.57,9.33,66.52
"2026-03-02 15:24:00",112,12.8,-5.437,82.2,11.56,13.89,77.87
"2026-03-02 15:25:00",113,12.8,-5.443,82.4,12.67,15.36,78.2
"2026-03-02 15:26:00",114,12.8,-5.477,82.8,10.09,11.83,73.81
"2026-03-02 15:27:00",115,12.8,-5.494,82.8,6.689,9.23,48.42
"2026-03-02 15:28:00",116,12.8,-5.548,83.3,8.94,9.5,66.55
"2026-03-02 15:29:00",117,12.8,-5.59,83.7,7.205,8.46,48.71
"2026-03-02 15:30:00",118,12.8,-5.641,84,5.648,7.031,68.36
"2026-03-02 15:31:00",119,12.8,-5.669,84.3,8.74,11.76,74.61
"2026-03-02 15:32:00",120,12.8,-5.633,83.5,11.48,16.96,78.81
"2026-03-02 15:33:00",121,12.79,-5.494,82.2,11.24,16.69,70.48
"2026-03-02 15:34:00",122,12.79,-5.457,81.7,11.91,14.33,55.32
"2026-03-02 15:35:00",123,12.79,-5.448,81.8,8.65,11.03,64.81
"2026-03-02 15:36:00",124,12.79,-5.48,82.2,10.13,12.1,63.12
"2026-03-02 15:37:00",125,12.79,-5.567,83.1,10.3,13.26,70.63
"2026-03-02 15:38:00",126,12.79,-5.59,83.2,7.783,10.66,36.88
"2026-03-02 15:39:00",127,12.79,-5.584,83,6.839,12.33,56.6
"2026-03-02 15:40:00",128,12.79,-5.576,82.8,11.67,14.09,62.52
"2026-03-02 15:41:00",129,12.79,-5.525,81.8,12.98,15.06,75.24
"2026-03-02 15:42:00",130,12.79,-5.434,81,13.33,16.39,67.99
"2026-03-02 15:43:00",131,12.79,-5.38,81,16.28,18.59,84.8
"2026-03-02 15:44:00",132,12.79,-5.366,80.5,14.16,17.79,81.8
"2026-03-02 15:45:00",133,12.79,-5.315,79.79,15.47,19.29,72.65
"2026-03-02 15:46:00",134,12.79,-5.295,79.76,10.23,13.63,64.54
"2026-03-02 15:47:00",135,12.79,-5.315,80.2,10.2,12.53,70.96
"2026-03-02 15:48:00",136,12.79,-5.358,80.4,12.05,14.49,72.36
"2026-03-02 15:49:00",137,12.79,-5.366,80.7,13.01,15.46,67.29
"2026-03-02 15:50:00",138,12.79,-5.42,80.9,11.1,13.53,65.7
"2026-03-02 15:51:00",139,12.79,-5.443,81.5,11.91,12.66,60.15
"2026-03-02 15:52:00",140,12.79,-5.482,81.8,10.33,11.8,73.55
"2026-03-02 15:53:00",141,12.79,-5.482,81.9,10.43,11.8,78.88
"2026-03-02 15:54:00",142,12.79,-5.463,81,12.98,14.43,90
"2026-03-02 15:55:00",143,12.79,-5.392,80.3,12.12,14.73,88.1
"2026-03-02 15:56:00",144,12.79,-5.363,80.2,11.65,15.06,95.8
"2026-03-02 15:57:00",145,12.79,-5.363,80.3,12.77,14.23,70
"2026-03-02 15:58:00",146,12.79,-5.363,80.3,11.56,13.73,67.75
"2026-03-02 15:59:00",147,12.79,-5.338,79.76,10.77,14.06,49.19
"2026-03-02 16:00:00",148,12.79,-5.295,79.59,10.73,13.69,70.63
"2026-03-02 16:01:00",149,12.79,-5.301,79.59,8.27,12.36,70.99
"2026-03-02 16:02:00",150,12.79,-5.324,79.82,9.09,10.93,90.8
"2026-03-02 16:03:00",151,12.79,-5.31,79.89,10.72,13.03,83
"2026-03-02 16:04:00",152,12.79,-5.346,80.2,7.405,8.2,61.26
"2026-03-02 16:05:00",153,12.79,-5.375,80.3,8.3,10.23,63.67
"2026-03-02 16:06:00",154,12.79,-5.366,80,8.6,10.96,47.96
"2026-03-02 16:07:00",155,12.78,-5.335,79.93,10.32,13.16,77.65
"2026-03-02 16:08:00",156,12.78,-5.329,79.65,10.3,13.36,48.27
"2026-03-02 16:09:00",157,12.78,-5.307,79.25,11.2,14.29,64.23
"2026-03-02 16:10:00",158,12.78,-5.278,78.97,10.5,14.63,83.3
"2026-03-02 16:11:00",159,12.78,-5.276,79.11,9.21,11.56,68.04
"2026-03-02 16:12:00",160,12.78,-5.287,79.04,11.75,15.06,65.34
"2026-03-02 16:13:00",161,12.78,-5.244,78.53,10.51,14.93,62.08
"2026-03-02 16:14:00",162,12.78,-5.233,78.74,12.9,16.73,67.54
"2026-03-02 16:15:00",163,12.78,-5.196,77.82,14.38,23.96,77.84
"2026-03-02 16:16:00",164,12.78,-5.148,77.75,14.56,19.33,101.6
"2026-03-02 16:17:00",165,12.78,-5.151,78.5,13.99,18.39,72.68
"2026-03-02 16:18:00",166,12.78,-5.227,78.8,12.93,16.36,70.79
"2026-03-02 16:19:00",167,12.78,-5.247,78.57,10.03,13.63,69.49
"2026-03-02 16:20:00",168,12.78,-5.244,78.23,11.49,16.06,76.39
"2026-03-02 16:21:00",169,12.78,-5.188,77.72,12.38,15.96,64.81
"2026-03-02 16:22:00",170,12.78,-5.194,78.09,11.49,13.39,67.51
"2026-03-02 16:23:00",171,12.78,-5.242,78.87,13.61,15.23,92
"2026-03-02 16:24:00",172,12.78,-5.278,79.14,9.19,12.3,70.55
"2026-03-02 16:25:00",173,12.78,-5.327,79.28,9.64,12.2,65.8
"2026-03-02 16:26:00",174,12.78,-5.324,79.42,9.88,12.1,73.47
"2026-03-02 16:27:00",175,12.78,-5.338,79.21,10.48,13.93,69.03
"2026-03-02 16:28:00",176,12.78,-5.261,78.19,6.261,9.56,84.9
"2026-03-02 16:29:00",177,12.78,-5.242,78.23,12.5,16.19,84.2
"2026-03-02 16:30:00",178,12.78,-5.216,77.89,12.82,16.73,68.94
"2026-03-02 16:31:00",179,12.78,-5.185,77.58,12.27,15.23,91.1
"2026-03-02 16:32:00",180,12.78,-5.188,77.92,10.24,11.63,65.58
"2026-03-02 16:33:00",181,12.78,-5.205,78.19,11.99,15.13,66.28
"2026-03-02 16:34:00",182,12.78,-5.219,78.12,8.14,9.73,48.97
"2026-03-02 16:35:00",183,12.78,-5.267,78.97,11.69,13.76,79.94
"2026-03-02 16:36:00",184,12.78,-5.242,77.92,13.83,16.96,75.5
"2026-03-02 16:37:00",185,12.78,-5.123,76.7,15.72,18.89,80.3
"2026-03-02 16:38:00",186,12.78,-5.072,76.66,9.5,11.26,63.77
"2026-03-02 16:39:00",187,12.78,-5.109,77.48,12.43,14.46,80.8
"2026-03-02 16:40:00",188,12.78,-5.137,77.55,12.98,17.03,103.2
"2026-03-02 16:41:00",189,12.78,-5.123,77.68,11.46,14.96,75.55
"2026-03-02 16:42:00",190,12.78,-5.117,77.82,9.62,10.96,71.06
"2026-03-02 16:43:00",191,12.78,-5.174,78.06,9.28,10.33,89.9
"2026-03-02 16:44:00",192,12.78,-5.194,78.23,7.022,9.73,83.9
"2026-03-02 16:45:00",193,12.78,-5.213,78.7,7.397,8.7,75.41
"2026-03-02 16:46:00",194,12.78,-5.267,79.21,7.697,10.83,64.45
"2026-03-02 16:47:00",195,12.78,-5.284,78.74,9.61,10.76,55.73
"2026-03-02 16:48:00",196,12.78,-5.264,79.08,9.82,12,36.95
"2026-03-02 16:49:00",197,12.78,-5.31,79.14,4.981,10.2,44.68
"2026-03-02 16:50:00",198,12.78,-5.397,80.3,9.77,13.66,69.76
"2026-03-02 16:51:00",199,12.78,-5.324,79.08,6.761,9.06,66.31
"2026-03-02 16:52:00",200,12.78,-5.287,78.6,5.856,8.93,93
"2026-03-02 16:53:00",201,12.78,-5.25,78.26,6.1,7.83,60.25
"2026-03-02 16:54:00",202,12.77,-5.219,78.53,11.15,13.23,78.08
"2026-03-02 16:55:00",203,12.77,-5.259,79.45,9.64,10.7,58.87
"2026-03-02 16:56:00",204,12.77,-5.355,79.86,10.15,12.36,66.47
"2026-03-02 16:57:00",205,12.77,-5.315,78.63,11.82,14.43,82.7
"2026-03-02 16:58:00",206,12.77,-5.27,78.91,10.07,11.6,70.07
"2026-03-02 16:59:00",207,12.77,-5.329,78.63,8.04,9.26,61.36
"2026-03-02 17:00:00",208,12.77,-5.366,79.52,5.703,6.331,57.42
"2026-03-02 17:01:00",209,12.77,-5.471,80,6.27,8.9,70.67
"2026-03-02 17:02:00",210,12.77,-5.499,80.3,6.173,8.53,74.17
"2026-03-02 17:03:00",211,12.77,-5.465,80.2,8.14,10.53,54.43
"2026-03-02 17:04:00",212,12.77,-5.451,80.1,8.39,10.16,71.88
"2026-03-02 17:05:00",213,12.77,-5.389,79.55,8.31,11.3,48.9
"2026-03-02 17:06:00",214,12.77,-5.38,79.65,10.74,13.79,109.4
"2026-03-02 17:07:00",215,12.77,-5.295,79.14,9.1,14.19,74.34
"2026-03-02 17:08:00",216,12.77,-5.273,79.01,11.87,17.43,68.6
"2026-03-02 17:09:00",217,12.77,-5.227,78.67,9.32,12.53,64.49
"2026-03-02 17:10:00",218,12.77,-5.242,78.67,10.96,13.59,53.51
"2026-03-02 17:11:00",219,12.77,-5.236,78.94,8.71,9.36,53.75
"2026-03-02 17:12:00",220,12.77,-5.275,78.97,10.45,11.66,63.51
"2026-03-02 17:13:00",221,12.77,-5.253,79.25,11.85,13.69,58.7
"2026-03-02 17:14:00",222,12.77,-5.207,78.91,13.36,15.89,65.53
"2026-03-02 17:15:00",223,12.77,-5.145,78.77,11.21,14.39,73.81
"2026-03-02 17:16:00",224,12.77,-5.14,78.91,12.64,15.93,60.68
"2026-03-02 17:17:00",225,12.77,-5.159,78.94,9.69,11.36,62.61
"2026-03-02 17:18:00",226,12.77,-5.188,78.94,7.891,9.1,71.06
"2026-03-02 17:19:00",227,12.77,-5.199,79.01,7.1,8.06,37.2
"2026-03-02 17:20:00",228,12.77,-5.256,79.65,7.447,9.8,59.74
"2026-03-02 17:21:00",229,12.77,-5.352,80.6,9.82,11.36,68.65
"2026-03-02 17:22:00",230,12.77,-5.301,80.1,9.39,12.16,78.59
"2026-03-02 17:23:00",231,12.77,-5.281,80.3,7.411,9.06,45.47
"2026-03-02 17:24:00",232,12.77,-5.349,80.6,7.161,8.43,52.47
"2026-03-02 17:25:00",233,12.77,-5.395,81.2,5.937,7.464,52.57
"2026-03-02 17:26:00",234,12.77,-5.437,81.5,6.994,9.66,15.86
"2026-03-02 17:27:00",235,12.77,-5.412,81.1,8.83,13.09,86.4
"2026-03-02 17:28:00",236,12.77,-5.389,81,8.98,11.33,31.26
"2026-03-02 17:29:00",237,12.77,-5.431,81.6,7.752,8.93,35.05
"2026-03-02 17:30:00",238,12.77,-5.508,81.9,5.581,6.997,76.13
"2026-03-02 17:31:00",239,12.77,-5.587,82.4,6.6,8.3,73.59
"2026-03-02 17:32:00",240,12.77,-5.633,83.1,3.077,6.264,66.38
"2026-03-02 17:33:00",241,12.77,-5.661,83.4,6.583,12.03,63.31
"2026-03-02 17:34:00",242,12.77,-5.542,82,9.37,12.43,45.47
"2026-03-02 17:35:00",243,12.77,-5.48,82.1,11.74,14.86,78.78
"2026-03-02 17:36:00",244,12.77,-5.403,81.1,8.47,10.13,54
"2026-03-02 17:37:00",245,12.77,-5.366,80.7,8.61,12.53,40.65
"2026-03-02 17:38:00",246,12.77,-5.298,80.1,10.47,12.83,62.44
"2026-03-02 17:39:00",247,12.77,-5.307,80.8,12.05,13.79,46.32
"2026-03-02 17:40:00",248,12.77,-5.344,81.1,12.51,18.33,63.41
"2026-03-02 17:41:00",249,12.77,-5.287,79.93,16.9,21.16,61.57
"2026-03-02 17:42:00",250,12.77,-5.227,79.69,10.86,14.29,50.28
"2026-03-02 17:43:00",251,12.77,-5.216,79.93,14.68,16.53,72.85
"2026-03-02 17:44:00",252,12.77,-5.185,79.65,13.01,14.03,61.07
"2026-03-02 17:45:00",253,12.77,-5.202,79.38,10.81,13.19,70.53
"2026-03-02 17:46:00",254,12.77,-5.154,78.91,11.52,13.16,56.63
"2026-03-02 17:47:00",255,12.77,-5.162,78.8,12.71,18.53,63.19
"2026-03-02 17:48:00",256,12.77,-5.168,79.31,9.49,12.99,42.26
"2026-03-02 17:49:00",257,12.77,-5.27,80.2,9.32,13.56,67.05
"2026-03-02 17:50:00",258,12.77,-5.278,79.72,9.24,17.13,49
"2026-03-02 17:51:00",259,12.77,-5.281,80.2,10.36,13.79,65.51
"2026-03-02 17:52:00",260,12.77,-5.247,79.86,9.51,11.33,49.34
"2026-03-02 17:53:00",261,12.77,-5.301,80.5,9.99,14.16,47.41
"2026-03-02 17:54:00",262,12.77,-5.301,80.4,12.23,13.53,62.61
"2026-03-02 17:55:00",263,12.77,-5.261,80.3,11.75,15.13,74.03
"2026-03-02 17:56:00",264,12.77,-5.261,80.5,12.15,14.56,62.81
"2026-03-02 17:57:00",265,12.77,-5.236,80.3,11.96,13.79,60.25
"2026-03-02 17:58:00",266,12.77,-5.27,80.6,10.62,14.26,55.85
"2026-03-02 17:59:00",267,12.77,-5.298,81,10.97,12.4,75.77
"2026-03-02 18:00:00",268,12.77,-5.318,81,12.7,16.13,48.56
"2026-03-02 18:01:00",269,12.77,-5.295,80.8,13.51,16.66,54.65
"2026-03-02 18:02:00",270,12.77,-5.27,80.9,10.77,13.16,63.7
"2026-03-02 18:03:00",271,12.77,-5.29,80.8,9.16,11.26,53.78
"2026-03-02 18:04:00",272,12.77,-5.284,81,9.49,11.16,38.69
"2026-03-02 18:05:00",273,12.77,-5.397,82.4,7.969,9.7,40.79
"2026-03-02 18:06:00",274,12.77,-5.491,83.2,9.7,11.33,55.56
"2026-03-02 18:07:00",275,12.77,-5.471,82.9,11.77,14.59,60.01
"2026-03-02 18:08:00",276,12.77,-5.429,82.7,10.88,13.49,57.21
"2026-03-02 18:09:00",277,12.77,-5.451,82.9,8.24,13.46,70.94
"2026-03-02 18:10:00",278,12.77,-5.448,82.7,9.58,11.66,61.7
"2026-03-02 18:11:00",279,12.77,-5.38,81.2,11.49,19.13,72.12
"2026-03-02 18:12:00",280,12.77,-5.242,80.5,7.866,11.03,41.11
"2026-03-02 18:13:00",281,12.77,-5.295,81.5,8.13,11.8,54.19
"2026-03-02 18:14:00",282,12.77,-5.372,82.2,9.16,10.53,64.04
"2026-03-02 18:15:00",283,12.77,-5.372,82.2,12.66,17.83,57.71
"2026-03-02 18:16:00",284,12.77,-5.366,82.4,10.33,12.86,72.56
"2026-03-02 18:17:00",285,12.77,-5.38,82.3,10.71,13.56,67.78
"2026-03-02 18:18:00",286,12.77,-5.377,82.6,11.73,14.03,62.08
"2026-03-02 18:19:00",287,12.77,-5.397,82.8,11.95,14.89,77.94
"2026-03-02 18:20:00",288,12.77,-5.42,83.1,14.58,16.39,47.26
"2026-03-02 18:21:00",289,12.77,-5.428,83.2,9.94,11.03,44.27
"2026-03-02 18:22:00",290,12.77,-5.448,83,12.01,15.39,69.66
"2026-03-02 18:23:00",291,12.77,-5.414,82.6,9.76,15.96,44.73
"2026-03-02 18:24:00",292,12.77,-5.358,82.7,9.62,11.7,73.88
"2026-03-02 18:25:00",293,12.76,-5.361,82.7,10.59,16.96,47.41
"2026-03-02 18:26:00",294,12.77,-5.363,82.6,11.1,13.19,70.02
"2026-03-02 18:27:00",295,12.77,-5.355,82.8,11.26,12.2,67.01
"2026-03-02 18:28:00",296,12.76,-5.332,82.4,12.96,15.63,55.49
"2026-03-02 18:29:00",297,12.77,-5.31,81.9,13.79,17.06,62.54
"2026-03-02 18:30:00",298,12.76,-5.284,81.7,14.21,18.39,76.44
"2026-03-02 18:31:00",299,12.77,-5.293,82.2,13.28,15.29,61.26
"2026-03-02 18:32:00",300,12.77,-5.355,82.7,9.96,13.06,66.23
"2026-03-02 18:33:00",301,12.77,-5.366,82.5,13.26,16.99,47.74
"2026-03-02 18:34:00",302,12.76,-5.327,82.3,10.76,13.29,51.51
"2026-03-02 18:35:00",303,12.76,-5.338,81.9,13.36,18.26,60.15
"2026-03-02 18:36:00",304,12.77,-5.307,81.9,13,15.19,68.41
"2026-03-02 18:37:00",305,12.76,-5.315,81.7,11.33,15.69,76.9
"2026-03-02 18:38:00",306,12.77,-5.312,82.1,10.04,11.9,47.57
"2026-03-02 18:39:00",307,12.77,-5.38,82.8,11.07,12.96,41.44
"2026-03-02 18:40:00",308,12.77,-5.446,83.2,11.7,14.96,53.63
"2026-03-02 18:41:00",309,12.77,-5.417,82.8,12.24,15.19,75.33
"2026-03-02 18:42:00",310,12.77,-5.42,82.8,13.29,16.29,55.44
"2026-03-02 18:43:00",311,12.77,-5.448,83.5,8.96,11.26,61.72
"2026-03-02 18:44:00",312,12.77,-5.497,83.5,11.5,14.29,67.75
"2026-03-02 18:45:00",313,12.76,-5.457,83.2,13.89,18.46,83.2
"2026-03-02 18:46:00",314,12.76,-5.395,82.5,11.86,15.83,52.47
"2026-03-02 18:47:00",315,12.76,-5.395,82.5,8.72,9.83,48.4
"2026-03-02 18:48:00",316,12.76,-5.383,82.5,9.32,11.8,46.61
"2026-03-02 18:49:00",317,12.77,-5.395,82.5,12.13,16.09,50.09
"2026-03-02 18:50:00",318,12.76,-5.352,81.8,9.01,15.26,43.95
"2026-03-02 18:51:00",319,12.76,-5.355,82.5,8.55,11.13,51.94
"2026-03-02 18:52:00",320,12.76,-5.471,83.6,7.067,9.4,41.35
"2026-03-02 18:53:00",321,12.76,-5.533,83.8,8.08,10.13,81.5
"2026-03-02 18:54:00",322,12.76,-5.48,83.4,7.927,10.56,31.89
"2026-03-02 18:55:00",323,12.76,-5.468,83.7,8.87,11.06,52.06
"2026-03-02 18:56:00",324,12.76,-5.511,83.7,11.73,15.76,62.56
"2026-03-02 18:57:00",325,12.76,-5.463,83.2,12.01,16.99,74.51
"2026-03-02 18:58:00",326,12.76,-5.412,82.9,11.55,16.33,63.51
"2026-03-02 18:59:00",327,12.76,-5.38,82.5,10.37,13.49,64.5
"2026-03-02 19:00:00",328,12.76,-5.332,82.3,9.41,13.49,64.16
"2026-03-02 19:01:00",329,12.76,-5.346,82.2,10.97,13.19,33.91
"2026-03-02 19:02:00",330,12.76,-5.369,82.6,8.83,10.5,42.36
"2026-03-02 19:03:00",331,12.76,-5.429,83.3,10.88,12.26,47
"2026-03-02 19:04:00",332,12.76,-5.477,83.8,12.06,14.69,71.18
"2026-03-02 19:05:00",333,12.76,-5.488,83.8,9.26,11.66,43.42
"2026-03-02 19:06:00",334,12.76,-5.448,83.6,11.6,16.79,67.75
"2026-03-02 19:07:00",335,12.76,-5.409,83.5,10.99,14.13,39.37
"2026-03-02 19:08:00",336,12.76,-5.423,83.4,11.55,14.83,62.88
"2026-03-02 19:09:00",337,12.76,-5.383,83.3,7.7,10.03,49.12
