"TOA5","CR850_Kayleigh","CR800","19785","CR800.Std.32.06","CPU:mini_AWS_Kayleigh.CR8","62587","Res_data_1_min"
"2026-03-09 10:45:00",9908,12.43,-5.658,93.4,10.28,12.3,237.6
"2026-03-09 10:46:00",9909,12.43,-5.689,93.7,10.64,12.1,222.5
"2026-03-09 10:47:00",9910,12.43,-5.724,93.9,10.93,12,245.2
"2026-03-09 10:48:00",9911,12.43,-5.762,94.2,12.6,14.03,214.8
"2026-03-09 10:49:00",9912,12.43,-5.799,94.3,10.2,11.76,267.7
"2026-03-09 10:50:00",9913,12.43,-5.799,94.4,10.93,13.36,226.6
"2026-03-09 10:51:00",9914,12.43,-5.802,94.6,10.07,11.26,223.7
"2026-03-09 10:52:00",9915,12.43,-5.785,94.8,8.5,11.26,256.5
"2026-03-09 10:53:00",9916,12.44,-5.799,94.8,9.64,11.7,259.9
"2026-03-09 10:54:00",9917,12.44,-5.763,94.8,11.44,12.93,189
"2026-03-09 10:55:00",9918,12.44,-5.763,94.8,9.82,13.76,207.9
"2026-03-09 10:56:00",9919,12.44,-5.76,94.8,5.892,8.23,269.8
"2026-03-09 10:57:00",9920,12.44,-5.726,94.8,7.875,10.86,257.8
"2026-03-09 10:58:00",9921,12.44,-5.72,94.7,8.99,10.9,249.5
"2026-03-09 10:59:00",9922,12.44,-5.712,94.7,11.21,12.56,263.9
"2026-03-09 11:00:00",9923,12.44,-5.734,94.8,11.02,13.76,252.4
"2026-03-09 11:01:00",9924,12.44,-5.76,94.8,11.66,12.5,240.3
"2026-03-09 11:02:00",9925,12.44,-5.797,94.9,6.522,8.36,253.1
"2026-03-09 11:03:00",9926,12.44,-5.788,95,10.73,15.29,197.4
"2026-03-09 11:04:00",9927,12.44,-5.795,95,7.711,9.96,251.7
"2026-03-09 11:05:00",9928,12.44,-5.84,95.1,8.82,10.56,230.3
"2026-03-09 11:06:00",9929,12.44,-5.854,95.1,9.31,10.8,220.5
"2026-03-09 11:07:00",9930,12.44,-5.849,95.2,12.66,16.99,286.1
"2026-03-09 11:08:00",9931,12.44,-5.792,95.1,4.04,10.06,299.2
"2026-03-09 11:09:00",9932,12.44,-5.742,95.2,1.08,2.866,283.1
"2026-03-09 11:10:00",9933,12.45,-5.695,95.1,3.138,5.664,215.3
"2026-03-09 11:11:00",9934,12.45,-5.712,95,6.309,8.9,234.9
"2026-03-09 11:12:00",9935,12.44,-5.718,94.9,8.36,11.86,242.5
"2026-03-09 11:13:00",9936,12.44,-5.707,94.8,12.82,16.69,262.8
"2026-03-09 11:14:00",9937,12.45,-5.704,94.7,6.128,9.16,285.8
"2026-03-09 11:15:00",9938,12.45,-5.645,94.5,8.11,9.33,230
"2026-03-09 11:16:00",9939,12.45,-5.639,94.4,9.19,9.93,224.8
"2026-03-09 11:17:00",9940,12.45,-5.656,94.3,11.35,14.09,252.2
"2026-03-09 11:18:00",9941,12.45,-5.665,94.3,12.74,15.49,261.3
"2026-03-09 11:19:00",9942,12.45,-5.634,94.3,10.72,15.49,261
"2026-03-09 11:20:00",9943,12.45,-5.674,94.2,9.25,11.56,243.5
"2026-03-09 11:21:00",9944,12.45,-5.675,94.3,10.77,11.93,234.9
"2026-03-09 11:22:00",9945,12.45,-5.706,94.4,9.35,12.33,274.4
"2026-03-09 11:23:00",9946,12.45,-5.689,94.3,8.59,13.39,244.5
"2026-03-09 11:24:00",9947,12.45,-5.66,94.3,8.27,9.86,248.2
"2026-03-09 11:25:00",9948,12.45,-5.668,94.3,8.93,10.2,235.2
"2026-03-09 11:26:00",9949,12.45,-5.694,94.4,11.6,13.36,175.2
"2026-03-09 11:27:00",9950,12.45,-5.694,94.4,8.01,10.5,228.6
"2026-03-09 11:28:00",9951,12.45,-5.658,94.4,7.144,9.66,194
"2026-03-09 11:29:00",9952,12.46,-5.669,94.4,6.7,10.16,242.6
"2026-03-09 11:30:00",9953,12.46,-5.692,94.5,9.28,11.3,245.5
"2026-03-09 11:31:00",9954,12.46,-5.706,94.6,9.64,11.26,262.9
"2026-03-09 11:32:00",9955,12.46,-5.723,94.6,9.83,14.59,239.2
"2026-03-09 11:33:00",9956,12.45,-5.695,94.6,10.54,13.96,190.3
"2026-03-09 11:34:00",9957,12.46,-5.678,94.6,6.758,9.2,236.3
"2026-03-09 11:35:00",9958,12.46,-5.681,94.7,8.29,11.8,274.5
"2026-03-09 11:36:00",9959,12.46,-5.698,94.6,11.04,12.96,228.1
"2026-03-09 11:37:00",9960,12.46,-5.718,94.8,12.13,13.76,270.5
"2026-03-09 11:38:00",9961,12.46,-5.695,94.6,9.69,12.03,253.4
"2026-03-09 11:39:00",9962,12.46,-5.652,94.6,11.3,12.33,244.9
"2026-03-09 11:40:00",9963,12.46,-5.664,94.5,11.73,12.99,244.1
"2026-03-09 11:41:00",9964,12.46,-5.698,94.5,9.45,11.36,243
"2026-03-09 11:42:00",9965,12.46,-5.7,94.7,10.31,14.06,238.2
"2026-03-09 11:43:00",9966,12.46,-5.714,94.6,10.88,11.9,249.1
"2026-03-09 11:44:00",9967,12.46,-5.712,94.7,12.24,13.36,225.5
"2026-03-09 11:45:00",9968,12.46,-5.732,94.8,12.46,14.66,278.7
"2026-03-09 11:46:00",9969,12.46,-5.72,94.7,8.79,13.93,243.8
"2026-03-09 11:47:00",9970,12.46,-5.689,94.7,9.49,11.53,243.2
"2026-03-09 11:48:00",9971,12.46,-5.681,94.5,9.68,12.93,221.2
"2026-03-09 11:49:00",9972,12.46,-5.686,94.5,10.38,11.86,260.1
"2026-03-09 11:50:00",9973,12.46,-5.675,94.4,9.37,11.3,249.6
"2026-03-09 11:51:00",9974,12.46,-5.692,94.5,11.05,12.36,259.9
"2026-03-09 11:52:00",9975,12.46,-5.706,94.6,10.06,12.46,272.4
"2026-03-09 11:53:00",9976,12.46,-5.698,94.6,10.38,12.66,221.7
"2026-03-09 11:54:00",9977,12.46,-5.729,94.6,13.56,17.43,177.1
"2026-03-09 11:55:00",9978,12.46,-5.746,94.6,10.32,12.13,271.8
"2026-03-09 11:56:00",9979,12.46,-5.752,94.6,9.8,12,242.1
"2026-03-09 11:57:00",9980,12.46,-5.723,94.5,8.63,10.33,244.7
"2026-03-09 11:58:00",9981,12.46,-5.72,94.6,9.95,11.96,244.6
"2026-03-09 11:59:00",9982,12.46,-5.746,94.5,12.46,13.83,252.7
"2026-03-09 12:00:00",9983,12.46,-5.749,94.6,11.44,13.29,258.1
"2026-03-09 12:01:00",9984,12.46,-5.746,94.5,11.05,13.06,224.4
"2026-03-09 12:02:00",9985,12.46,-5.757,94.5,13.18,16.23,282.8
"2026-03-09 12:03:00",9986,12.47,-5.72,94.5,9.15,11.03,222.7
"2026-03-09 12:04:00",9987,12.46,-5.692,94.5,10.49,12.66,223.2
"2026-03-09 12:05:00",9988,12.46,-5.718,94.5,9.02,12.1,244.6
"2026-03-09 12:06:00",9989,12.47,-5.72,94.4,9.29,12.03,232.2
"2026-03-09 12:07:00",9990,12.47,-5.777,94.5,8.28,10.06,268.6
"2026-03-09 12:08:00",9991,12.47,-5.746,94.4,8.77,11,258.8
"2026-03-09 12:09:00",9992,12.47,-5.76,94.4,9.09,10.3,212.8
"2026-03-09 12:10:00",9993,12.47,-5.76,94.6,8.43,9.43,249
"2026-03-09 12:11:00",9994,12.47,-5.76,94.5,9.73,10.93,228.8
"2026-03-09 12:12:00",9995,12.47,-5.771,94.6,8.71,10.03,242.3
"2026-03-09 12:13:00",9996,12.47,-5.794,94.6,9.82,10.76,245.8
"2026-03-09 12:14:00",9997,12.47,-5.8,94.7,9.18,10.73,233.6
"2026-03-09 12:15:00",9998,12.46,-5.777,94.6,11.04,13.93,213.6
"2026-03-09 12:16:00",9999,12.47,-5.754,94.5,9.94,13.19,182.7
"2026-03-09 12:17:00",10000,12.47,-5.726,94.5,6.822,11.26,184.1
"2026-03-09 12:18:00",10001,12.47,-5.732,94.3,7.797,10.36,216.9
"2026-03-09 12:19:00",10002,12.47,-5.726,94.4,10.01,11.56,230.4
"2026-03-09 12:20:00",10003,12.47,-5.74,94.5,11.88,15.06,299.8
"2026-03-09 12:21:00",10004,12.47,-5.729,94.5,9.21,13.93,232.2
"2026-03-09 12:22:00",10005,12.47,-5.72,94.4,7.047,9.9,224.5
"2026-03-09 12:23:00",10006,12.47,-5.726,94.4,9.9,11.96,211.8
"2026-03-09 12:24:00",10007,12.47,-5.754,94.5,8.8,10.43,228.1
"2026-03-09 12:25:00",10008,12.47,-5.769,94.6,9.92,11.03,244.3
"2026-03-09 12:26:00",10009,12.47,-5.786,94.6,10.68,12.53,220.4
"2026-03-09 12:27:00",10010,12.47,-5.783,94.8,10.24,12.4,257
"2026-03-09 12:28:00",10011,12.47,-5.769,94.8,10.17,11.46,241.1
"2026-03-09 12:29:00",10012,12.47,-5.763,94.8,8.3,9.73,251.7
"2026-03-09 12:30:00",10013,12.47,-5.752,94.8,10.93,14.19,208.8
"2026-03-09 12:31:00",10014,12.47,-5.735,94.8,9.8,11.36,238.1
"2026-03-09 12:32:00",10015,12.47,-5.743,94.8,9.7,10.96,243.3
"2026-03-09 12:33:00",10016,12.47,-5.771,94.9,9.05,9.8,236.9
"2026-03-09 12:34:00",10017,12.47,-5.777,95.1,9.59,10.5,247.1
"2026-03-09 12:35:00",10018,12.47,-5.791,95.1,11.38,16.56,274.2
"2026-03-09 12:36:00",10019,12.47,-5.783,95.1,11.5,12.89,240.5
"2026-03-09 12:37:00",10020,12.46,-5.814,95.1,13.53,19.09,231.3
"2026-03-09 12:38:00",10021,12.47,-5.805,94.9,12.35,16.39,228.1
"2026-03-09 12:39:00",10022,12.47,-5.769,94.9,9.9,11.86,233.9
"2026-03-09 12:40:00",10023,12.47,-5.783,94.8,11.83,12.93,237.6
"2026-03-09 12:41:00",10024,12.47,-5.797,94.7,12.89,14.43,236.9
"2026-03-09 12:42:00",10025,12.47,-5.817,94.7,12.93,14.46,241.5
"2026-03-09 12:43:00",10026,12.47,-5.834,94.6,11.33,12.96,232.7
"2026-03-09 12:44:00",10027,12.47,-5.834,94.6,12.32,13.99,239.3
"2026-03-09 12:45:00",10028,12.47,-5.825,94.6,12.02,13.23,235.2
"2026-03-09 12:46:00",10029,12.47,-5.839,94.6,12.22,13.49,236.9
"2026-03-09 12:47:00",10030,12.47,-5.845,94.6,13.08,15.29,218.2
"2026-03-09 12:48:00",10031,12.47,-5.854,94.7,12.53,14.66,236.5
"2026-03-09 12:49:00",10032,12.47,-5.848,94.7,11.95,14.26,232.3
"2026-03-09 12:50:00",10033,12.47,-5.876,94.8,12.1,13.59,248.3
"2026-03-09 12:51:00",10034,12.46,-5.845,94.8,12.25,13.06,231.5
"2026-03-09 12:52:00",10035,12.47,-5.854,95,13.01,13.96,237.2
"2026-03-09 12:53:00",10036,12.47,-5.859,95,11.46,12.06,233.4
"2026-03-09 12:54:00",10037,12.47,-5.868,95,12.39,14.29,231.5
"2026-03-09 12:55:00",10038,12.47,-5.854,95.1,11.08,13.43,243.5
"2026-03-09 12:56:00",10039,12.47,-5.859,95,12.34,13.63,237.7
"2026-03-09 12:57:00",10040,12.47,-5.848,95.1,12.61,13.26,243.5
"2026-03-09 12:58:00",10041,12.47,-5.851,95,12.13,13.56,233.9
"2026-03-09 12:59:00",10042,12.47,-5.871,95.1,11.87,13.36,234
"2026-03-09 13:00:00",10043,12.47,-5.876,95.1,13.11,14.69,239.1
"2026-03-09 13:01:00",10044,12.47,-5.871,95.1,11.75,12.73,245.4
"2026-03-09 13:02:00",10045,12.47,-5.899,95.1,12.75,15.06,236
"2026-03-09 13:03:00",10046,12.47,-5.865,95.1,11.83,14.39,231.1
"2026-03-09 13:04:00",10047,12.47,-5.859,95,12.74,14.26,239.4
"2026-03-09 13:05:00",10048,12.47,-5.876,95.1,12.86,14.13,236.6
"2026-03-09 13:06:00",10049,12.47,-5.899,95.2,12.39,13.39,256.2
"2026-03-09 13:07:00",10050,12.47,-5.899,95.1,11.91,14.69,254.4
"2026-03-09 13:08:00",10051,12.47,-5.885,95.1,12.77,13.73,238.6
"2026-03-09 13:09:00",10052,12.47,-5.882,95,12.84,14.79,248.6
"2026-03-09 13:10:00",10053,12.47,-5.899,95,12.71,14.89,260
"2026-03-09 13:11:00",10054,12.47,-5.899,94.9,12.04,13.26,245.7
"2026-03-09 13:12:00",10055,12.47,-5.899,94.9,12.52,14.19,236
"2026-03-09 13:13:00",10056,12.47,-5.927,94.9,12.14,14.46,240.7
"2026-03-09 13:14:00",10057,12.47,-5.924,94.8,11.45,12.79,244.1
"2026-03-09 13:15:00",10058,12.47,-5.919,95,12.87,15.86,243.2
"2026-03-09 13:16:00",10059,12.47,-5.913,95,11.63,13.06,238.9
"2026-03-09 13:17:00",10060,12.47,-5.944,94.8,11.75,12.73,262.9
"2026-03-09 13:18:00",10061,12.47,-5.944,94.8,11.55,12.56,247
"2026-03-09 13:19:00",10062,12.47,-5.913,94.8,11.34,12.76,242.5
"2026-03-09 13:20:00",10063,12.47,-5.905,94.7,11.63,12.59,241.3
"2026-03-09 13:21:00",10064,12.47,-5.893,94.8,11.27,12.56,236.4
"2026-03-09 13:22:00",10065,12.47,-5.913,94.8,10.58,11.73,244.6
"2026-03-09 13:23:00",10066,12.47,-5.933,94.9,11.18,12.36,238.6
"2026-03-09 13:24:00",10067,12.47,-5.958,94.8,11.83,12.66,250.6
"2026-03-09 13:25:00",10068,12.47,-5.981,94.8,12.57,14.96,252
"2026-03-09 13:26:00",10069,12.47,-5.958,94.6,11.32,12.79,243.7
"2026-03-09 13:27:00",10070,12.47,-5.961,94.7,11.93,12.76,232.5
"2026-03-09 13:28:00",10071,12.47,-5.956,94.7,12.33,14.53,257.4
"2026-03-09 13:29:00",10072,12.47,-5.967,94.6,12.4,13.56,246.1
"2026-03-09 13:30:00",10073,12.47,-5.958,94.5,12.08,13.69,236.8
"2026-03-09 13:31:00",10074,12.47,-5.992,94.5,11.85,12.96,239.1
"2026-03-09 13:32:00",10075,12.47,-5.984,94.5,11.96,13.79,237.8
"2026-03-09 13:33:00",10076,12.47,-6.001,94.4,11.39,12.66,246.7
"2026-03-09 13:34:00",10077,12.47,-5.967,94.3,10.95,12.89,245.2
"2026-03-09 13:35:00",10078,12.47,-5.961,94.5,11.31,12.56,225.5
"2026-03-09 13:36:00",10079,12.47,-5.981,94.5,9.82,11.3,236.9
"2026-03-09 13:37:00",10080,12.47,-5.975,94.6,10.74,12.66,241.6
"2026-03-09 13:38:00",10081,12.47,-5.97,94.6,10.62,11.8,240.2
"2026-03-09 13:39:00",10082,12.47,-6.007,94.6,11.93,13.19,241.1
"2026-03-09 13:40:00",10083,12.47,-5.978,94.6,11.57,12.96,241.2
"2026-03-09 13:41:00",10084,12.47,-5.99,94.6,11.59,12.43,251.6
"2026-03-09 13:42:00",10085,12.47,-6.012,94.7,11.44,12.96,237.4
"2026-03-09 13:43:00",10086,12.47,-6.009,94.8,12.13,12.99,234.6
"2026-03-09 13:44:00",10087,12.47,-6.007,94.7,11.28,12.26,242.5
"2026-03-09 13:45:00",10088,12.47,-6.043,94.8,11.12,12.3,229.8
"2026-03-09 13:46:00",10089,12.47,-6.052,94.8,10.38,11.1,231.8
"2026-03-09 13:47:00",10090,12.47,-6.06,94.9,10.83,11.76,240.6
"2026-03-09 13:48:00",10091,12.47,-6.066,95,9.73,10.83,238.2
"2026-03-09 13:49:00",10092,12.47,-6.058,94.9,10.17,11,240.6
"2026-03-09 13:50:00",10093,12.47,-6.063,95,10.25,11.96,236.6
"2026-03-09 13:51:00",10094,12.47,-6.075,95,10.53,12.2,236.1
"2026-03-09 13:52:00",10095,12.47,-6.094,95,10.85,12.83,247.6
"2026-03-09 13:53:00",10096,12.47,-6.08,95,10.44,11.86,240.7
"2026-03-09 13:54:00",10097,12.47,-6.08,95,9.94,10.93,229
"2026-03-09 13:55:00",10098,12.47,-6.075,95,11.29,12.16,230
"2026-03-09 13:56:00",10099,12.47,-6.086,95.1,10.7,11.8,229.2
"2026-03-09 13:57:00",10100,12.47,-6.1,95,11.9,13.36,214.7
"2026-03-09 13:58:00",10101,12.47,-6.077,94.9,8.43,10.56,218.6
"2026-03-09 13:59:00",10102,12.47,-6.092,95,9.76,10.6,218.9
"2026-03-09 14:00:00",10103,12.47,-6.094,95,9.98,11.33,239.3
"2026-03-09 14:01:00",10104,12.47,-6.094,94.9,9.02,10.13,224.3
"2026-03-09 14:02:00",10105,12.47,-6.097,94.9,9.31,10.9,236.1
"2026-03-09 14:03:00",10106,12.47,-6.075,94.9,10.12,11.13,227.5
"2026-03-09 14:04:00",10107,12.47,-6.111,94.8,9.94,11.2,238.9
"2026-03-09 14:05:00",10108,12.47,-6.08,94.9,10.97,13.59,257.9
"2026-03-09 14:06:00",10109,12.47,-6.083,94.6,9.91,11.83,264.9
"2026-03-09 14:07:00",10110,12.47,-6.052,94.6,13.4,18.06,222.4
"2026-03-09 14:08:00",10111,12.48,-6.032,94.6,9.27,11.03,224.6
"2026-03-09 14:09:00",10112,12.47,-6.066,94.7,9.75,11.2,211
"2026-03-09 14:10:00",10113,12.47,-6.097,94.8,10.13,11.93,235.3
"2026-03-09 14:11:00",10114,12.47,-6.109,94.6,9.85,11.26,230
"2026-03-09 14:12:00",10115,12.47,-6.103,94.7,8.77,10.33,251.7
"2026-03-09 14:13:00",10116,12.48,-6.103,94.6,9.92,11.33,236.2
"2026-03-09 14:14:00",10117,12.47,-6.066,94.7,11.38,14.23,227.9
"2026-03-09 14:15:00",10118,12.47,-6.106,94.5,7.764,10.53,211.3
"2026-03-09 14:16:00",10119,12.48,-6.126,94.5,8.22,10.53,207
"2026-03-09 14:17:00",10120,12.48,-6.134,94.3,10.79,12.96,213.4
"2026-03-09 14:18:00",10121,12.48,-6.111,94.4,11.24,12.33,232
"2026-03-09 14:19:00",10122,12.47,-6.154,94.3,11.57,12.96,230.8
"2026-03-09 14:20:00",10123,12.47,-6.174,94.2,9.01,10.2,237.7
"2026-03-09 14:21:00",10124,12.47,-6.205,94.2,10.17,11.8,207.8
"2026-03-09 14:22:00",10125,12.47,-6.211,94.3,9.52,11.9,249.2
"2026-03-09 14:23:00",10126,12.47,-6.194,94.1,8,10.9,222.2
"2026-03-09 14:24:00",10127,12.47,-6.177,94.1,8.99,12.83,215.1
"2026-03-09 14:25:00",10128,12.48,-6.157,94,9.55,13.29,213.8
"2026-03-09 14:26:00",10129,12.47,-6.165,93.7,12.6,14.83,188.9
"2026-03-09 14:27:00",10130,12.48,-6.134,93.8,6.386,9.3,178.8
"2026-03-09 14:28:00",10131,12.47,-6.126,93.8,9.79,10.96,253.9
"2026-03-09 14:29:00",10132,12.47,-6.14,93.9,8.56,9.43,228
"2026-03-09 14:30:00",10133,12.48,-6.194,93.9,9.42,10.13,225.2
"2026-03-09 14:31:00",10134,12.47,-6.208,93.8,9.46,10.7,228.9
"2026-03-09 14:32:00",10135,12.48,-6.205,93.8,8.7,10.03,235.7
"2026-03-09 14:33:00",10136,12.48,-6.216,93.9,10.82,11.9,228
"2026-03-09 14:34:00",10137,12.48,-6.194,93.9,11.52,12.83,218.1
"2026-03-09 14:35:00",10138,12.48,-6.179,93.8,8.84,12.23,253.9
"2026-03-09 14:36:00",10139,12.48,-6.182,93.9,8.26,10.63,235.7
"2026-03-09 14:37:00",10140,12.48,-6.225,93.9,8.79,9.56,234.5
"2026-03-09 14:38:00",10141,12.47,-6.23,94.1,9.13,10.4,250.2
"2026-03-09 14:39:00",10142,12.47,-6.208,94,10.17,11.6,238.5
"2026-03-09 14:40:00",10143,12.48,-6.236,94,9.09,10.03,241.7
"2026-03-09 14:41:00",10144,12.48,-6.247,94,8.98,10.03,226.1
"2026-03-09 14:42:00",10145,12.48,-6.293,94,10.43,11.16,238.2
"2026-03-09 14:43:00",10146,12.48,-6.301,94.2,9.51,10.3,235
"2026-03-09 14:44:00",10147,12.48,-6.287,94.2,8.69,9.7,234.6
"2026-03-09 14:45:00",10148,12.47,-6.313,94.3,9.27,10.13,243.5
"2026-03-09 14:46:00",10149,12.48,-6.324,94.2,10.52,11.6,232.7
"2026-03-09 14:47:00",10150,12.47,-6.338,94.4,10.11,11.2,243.2
"2026-03-09 14:48:00",10151,12.48,-6.355,94.3,10.06,11.5,225.9
"2026-03-09 14:49:00",10152,12.48,-6.324,94.5,11.26,12.33,236.2
"2026-03-09 14:50:00",10153,12.47,-6.33,94.5,10.68,12.63,250
"2026-03-09 14:51:00",10154,12.48,-6.293,94.6,9.28,10.6,242.8
"2026-03-09 14:52:00",10155,12.47,-6.267,94.5,9.5,12.2,248.9
"2026-03-09 14:53:00",10156,12.48,-6.242,94.5,9.39,11.63,245.3
"2026-03-09 14:54:00",10157,12.48,-6.23,94.4,8.53,10.5,232.9
"2026-03-09 14:55:00",10158,12.48,-6.236,94.4,9.84,11.16,257.3
"2026-03-09 14:56:00",10159,12.48,-6.242,94.4,10.66,11.7,259.7
"2026-03-09 14:57:00",10160,12.48,-6.225,94.5,9.37,10.13,239.9
"2026-03-09 14:58:00",10161,12.48,-6.279,94.6,8.98,10.43,239.3
"2026-03-09 14:59:00",10162,12.47,-6.307,94.8,9.94,10.9,235
"2026-03-09 15:00:00",10163,12.48,-6.315,95,10.67,12.59,257.2
"2026-03-09 15:01:00",10164,12.48,-6.321,95,10.43,11.96,259
"2026-03-09 15:02:00",10165,12.48,-6.276,95.2,9.57,10.4,239.4
"2026-03-09 15:03:00",10166,12.48,-6.293,95.1,8.99,9.6,229.8
"2026-03-09 15:04:00",10167,12.48,-6.307,95.1,9.11,10,241
"2026-03-09 15:05:00",10168,12.48,-6.321,95.2,9.21,10,229.5
"2026-03-09 15:06:00",10169,12.48,-6.355,95.3,8.5,11.03,259.6
"2026-03-09 15:07:00",10170,12.47,-6.313,95.3,9.87,11.13,246.1
"2026-03-09 15:08:00",10171,12.47,-6.273,95.2,9.45,11.2,237.8
"2026-03-09 15:09:00",10172,12.48,-6.267,95.2,9.11,11.13,267.5
"2026-03-09 15:10:00",10173,12.48,-6.264,95.1,8.89,10.23,232.6
"2026-03-09 15:11:00",10174,12.48,-6.267,95.2,9.42,10.33,230.8
"2026-03-09 15:12:00",10175,12.48,-6.279,95.2,9.7,11.23,231
"2026-03-09 15:13:00",10176,12.48,-6.284,95.2,10.45,12,227.5
"2026-03-09 15:14:00",10177,12.47,-6.313,95.2,10.59,11.63,229.2
"2026-03-09 15:15:00",10178,12.48,-6.324,95.2,10.79,11.63,224
"2026-03-09 15:16:00",10179,12.48,-6.31,95.4,10.67,11.7,225.5
"2026-03-09 15:17:00",10180,12.48,-6.315,95.4,10.37,13.59,227.8
"2026-03-09 15:18:00",10181,12.48,-6.298,95.3,9.59,10.56,224.4
"2026-03-09 15:19:00",10182,12.48,-6.304,95.4,10.34,12.03,228.8
"2026-03-09 15:20:00",10183,12.47,-6.31,95.4,11.27,13.39,239.5
"2026-03-09 15:21:00",10184,12.48,-6.27,95.5,11.26,13.03,239.8
"2026-03-09 15:22:00",10185,12.47,-6.281,95.4,9.95,10.5,240.3
"2026-03-09 15:23:00",10186,12.48,-6.267,95.4,11,13.99,225.4
"2026-03-09 15:24:00",10187,12.48,-6.29,95.4,10,13.59,228.4
"2026-03-09 15:25:00",10188,12.48,-6.239,95.5,9.67,11,230.6
"2026-03-09 15:26:00",10189,12.48,-6.162,95.5,11.03,12.16,234.6
"2026-03-09 15:27:00",10190,12.47,-6.117,95.6,11.82,14.06,206.8
"2026-03-09 15:28:00",10191,12.47,-6.103,95.5,10.16,11.4,215.1
"2026-03-09 15:29:00",10192,12.48,-6.032,95.6,10.07,12.63,213.7
"2026-03-09 15:30:00",10193,12.48,-5.992,95.7,10.73,13.79,232
"2026-03-09 15:31:00",10194,12.47,-5.944,95.7,10.99,11.93,231.9
"2026-03-09 15:32:00",10195,12.48,-5.871,95.8,11,11.86,234.5
"2026-03-09 15:33:00",10196,12.48,-5.851,95.8,11.75,13.26,227
"2026-03-09 15:34:00",10197,12.48,-5.814,95.8,12.24,13.39,230.7
"2026-03-09 15:35:00",10198,12.48,-5.839,95.7,13.05,14.23,222.8
"2026-03-09 15:36:00",10199,12.48,-5.862,95.6,10.92,14.19,248.2
"2026-03-09 15:37:00",10200,12.48,-5.89,95.5,12.4,13.66,238.3
"2026-03-09 15:38:00",10201,12.48,-5.885,95.6,12.23,13.03,241.7
"2026-03-09 15:39:00",10202,12.48,-5.905,95.6,12.8,15.03,233.6
"2026-03-09 15:40:00",10203,12.48,-5.936,95.4,12.3,13.16,247.7
"2026-03-09 15:41:00",10204,12.48,-5.987,95.3,13.12,14.83,247.3
"2026-03-09 15:42:00",10205,12.48,-6.046,95.3,13.49,14.69,239.3
"2026-03-09 15:43:00",10206,12.48,-6.04,95.3,13.14,14.69,238.4
