"TOA5","CR850_Kayleigh","CR800","19785","CR800.Std.32.06","CPU:mini_AWS_Kayleigh.CR8","62587","Res_data_1_min"
"TIMESTAMP","RECORD","BattV","temperature","rel_humidity","wind_speed","gust_speed","wind_direction"
"TS","RN","Volts","degC","%","m/s","m/s","deg"
"","","Min","Avg","Smp","Avg","Max","Smp"
"2026-03-04 11:35:00",2758,12.7,-7.928,93.6,1.205,1.533,284.6
"2026-03-04 11:36:00",2759,12.7,-7.849,93.5,0.719,0.966,284.5
"2026-03-04 11:37:00",2760,12.7,-7.758,93.1,0.033,0.133,284.4
"2026-03-04 11:38:00",2761,12.7,-7.653,92.8,0,0,284.4
"2026-03-04 11:39:00",2762,12.7,-7.59,92.6,0,0,284.4
"2026-03-04 11:40:00",2763,12.7,-7.528,92.5,0,0,284.4
"2026-03-04 11:41:00",2764,12.7,-7.426,92.3,0,0,284.4
"2026-03-04 11:42:00",2765,12.7,-7.384,92.1,0,0,284.4
"2026-03-04 11:43:00",2766,12.7,-7.35,91.7,0.031,0.367,202.1
"2026-03-04 11:44:00",2767,12.7,-7.443,90.6,0.814,1.066,205.4
"2026-03-04 11:45:00",2768,12.7,-7.554,90.3,0.98,1.366,205.4
"2026-03-04 11:46:00",2769,12.7,-7.647,89.8,0.669,0.866,206.8
"2026-03-04 11:47:00",2770,12.7,-7.811,89.3,0.083,0.533,206.8
"2026-03-04 11:48:00",2771,12.7,-7.888,89.9,0,0,207
"2026-03-04 11:49:00",2772,12.7,-7.885,90.2,0.175,0.733,211.4
"2026-03-04 11:50:00",2773,12.7,-7.865,90.7,0.758,1.166,246
"2026-03-04 11:51:00",2774,12.7,-7.803,90.9,1.23,1.399,253.5
"2026-03-04 11:52:00",2775,12.7,-7.749,91.1,0.522,1.066,261.1
"2026-03-04 11:53:00",2776,12.7,-7.673,91.4,0.011,0.067,269.4
"2026-03-04 11:54:00",2777,12.7,-7.573,91.6,0.083,0.333,272.1
"2026-03-04 11:55:00",2778,12.7,-7.494,91.7,0.392,0.9,277.1
"2026-03-04 11:56:00",2779,12.7,-7.397,91.7,0.722,0.866,277.7
"2026-03-04 11:57:00",2780,12.7,-7.334,91.7,0.705,0.833,278.2
"2026-03-04 11:58:00",2781,12.7,-7.241,91.8,0.6,0.733,278.7
"2026-03-04 11:59:00",2782,12.7,-7.181,91.6,0.436,0.666,282.8
"2026-03-04 12:00:00",2783,12.7,-7.097,91.5,0.111,0.533,282.8
"2026-03-04 12:01:00",2784,12.7,-7.049,91.3,0.044,0.3,282.8
"2026-03-04 12:02:00",2785,12.7,-6.992,91.2,0.033,0.3,282.8
"2026-03-04 12:03:00",2786,12.7,-6.947,91.1,0,0,282.8
"2026-03-04 12:04:00",2787,12.7,-6.905,90.9,0,0,282.9
"2026-03-04 12:05:00",2788,12.7,-6.899,90.6,0,0,282.9
"2026-03-04 12:06:00",2789,12.7,-6.902,90.5,0,0,282.9
"2026-03-04 12:07:00",2790,12.7,-7.004,88.8,0,0,265
"2026-03-04 12:08:00",2791,12.7,-7.319,87.6,0.655,1.399,196.7
"2026-03-04 12:09:00",2792,12.7,-7.5,87.7,0.628,1.2,196.9
"2026-03-04 12:10:00",2793,12.7,-7.614,87.9,0,0,197
"2026-03-04 12:11:00",2794,12.7,-7.687,88.5,0,0,197.1
"2026-03-04 12:12:00",2795,12.7,-7.716,89.1,0,0,197.1
"2026-03-04 12:13:00",2796,12.7,-7.699,89.5,0,0,197.1
"2026-03-04 12:14:00",2797,12.7,-7.676,89.5,0,0,197.1
"2026-03-04 12:15:00",2798,12.7,-7.67,89.7,0,0,197.1
"2026-03-04 12:16:00",2799,12.7,-7.628,89.9,0,0,197.1
"2026-03-04 12:17:00",2800,12.7,-7.56,90,0,0,197.1
"2026-03-04 12:18:00",2801,12.7,-7.475,90.2,0,0,288.6
"2026-03-04 12:19:00",2802,12.7,-7.435,90.4,0,0,288.6
"2026-03-04 12:20:00",2803,12.7,-7.313,90.7,0.183,0.766,8.6
"2026-03-04 12:21:00",2804,12.7,-7.154,91,1.15,1.566,15.14
"2026-03-04 12:22:00",2805,12.7,-7.055,90.9,1.935,2.232,7.005
"2026-03-04 12:23:00",2806,12.7,-6.959,90.7,1.53,1.866,15.89
"2026-03-04 12:24:00",2807,12.7,-6.91,90.3,1.469,1.766,19.9
"2026-03-04 12:25:00",2808,12.7,-6.933,90,0.65,1.499,26.52
"2026-03-04 12:26:00",2809,12.7,-6.953,89.5,0,0,26.71
"2026-03-04 12:27:00",2810,12.7,-7.015,88.5,0.4,0.866,195
"2026-03-04 12:28:00",2811,12.7,-7.171,88.1,0.678,1.499,209.1
"2026-03-04 12:29:00",2812,12.7,-7.214,88.6,0.003,0.033,219.5
"2026-03-04 12:30:00",2813,12.7,-7.245,89,0,0,219.5
"2026-03-04 12:31:00",2814,12.7,-7.194,89.2,0,0,219.5
"2026-03-04 12:32:00",2815,12.7,-7.168,89.2,0,0,219.5
"2026-03-04 12:33:00",2816,12.7,-7.16,89.2,0,0,219.5
"2026-03-04 12:34:00",2817,12.7,-7.137,89.3,0,0,219.5
"2026-03-04 12:35:00",2818,12.7,-7.123,89,0,0,219.5
"2026-03-04 12:36:00",2819,12.7,-7.106,88.6,0,0,219.5
"2026-03-04 12:37:00",2820,12.7,-7.16,88.2,0,0,219.5
"2026-03-04 12:38:00",2821,12.7,-7.296,87.8,0.028,0.167,221.7
"2026-03-04 12:39:00",2822,12.7,-7.415,88.4,0.011,0.1,221.7
"2026-03-04 12:40:00",2823,12.7,-7.455,89.1,0,0,225.6
"2026-03-04 12:41:00",2824,12.7,-7.435,89.4,0.006,0.033,260
"2026-03-04 12:42:00",2825,12.7,-7.435,89.6,0,0,274.2
"2026-03-04 12:43:00",2826,12.7,-7.381,90,0,0,274.3
"2026-03-04 12:44:00",2827,12.7,-7.336,90.1,0,0,274.3
"2026-03-04 12:45:00",2828,12.7,-7.268,90.2,0,0,274.3
"2026-03-04 12:46:00",2829,12.7,-7.239,90.1,0,0,274.3
"2026-03-04 12:47:00",2830,12.7,-7.2,90,0,0,274.3
"2026-03-04 12:48:00",2831,12.7,-7.171,90,0,0,274.3
"2026-03-04 12:49:00",2832,12.7,-7.146,90,0,0,274.3
"2026-03-04 12:50:00",2833,12.7,-7.123,89.8,0,0,274.3
"2026-03-04 12:51:00",2834,12.7,-7.146,89.7,0,0,274.4
"2026-03-04 12:52:00",2835,12.7,-7.137,89.7,0,0,274.5
"2026-03-04 12:53:00",2836,12.7,-7.078,89.8,0,0,327.8
"2026-03-04 12:54:00",2837,12.7,-7.024,89.9,0,0,327.8
"2026-03-04 12:55:00",2838,12.7,-6.99,90.1,0.003,0.033,327.8
"2026-03-04 12:56:00",2839,12.7,-6.956,90.2,0,0,327.7
"2026-03-04 12:57:00",2840,12.7,-6.908,90.1,0,0,327.7
"2026-03-04 12:58:00",2841,12.7,-6.857,90,0,0,327.7
"2026-03-04 12:59:00",2842,12.7,-6.82,90,0,0,327.7
"2026-03-04 13:00:00",2843,12.7,-6.8,89.8,0,0,327.7
"2026-03-04 13:01:00",2844,12.7,-6.823,89,0,0,314.9
"2026-03-04 13:02:00",2845,12.7,-6.939,88.6,0,0,314.8
"2026-03-04 13:03:00",2846,12.7,-6.993,88.6,0,0,314.8
"2026-03-04 13:04:00",2847,12.7,-7.024,88.8,0,0,314.8
"2026-03-04 13:05:00",2848,12.7,-7.035,89,0,0,314.8
"2026-03-04 13:06:00",2849,12.7,-7.032,89.1,0,0,314.8
"2026-03-04 13:07:00",2850,12.7,-7.015,89.3,0,0,314.8
"2026-03-04 13:08:00",2851,12.7,-6.956,89.5,0,0,314.8
"2026-03-04 13:09:00",2852,12.7,-6.913,89.7,0,0,314.8
"2026-03-04 13:10:00",2853,12.7,-6.862,89.8,0,0,315
"2026-03-04 13:11:00",2854,12.7,-6.823,89.9,0,0,315
"2026-03-04 13:12:00",2855,12.7,-6.794,90,0,0,315
"2026-03-04 13:13:00",2856,12.7,-6.732,90.2,0,0,315.2
"2026-03-04 13:14:00",2857,12.7,-6.701,90.1,0,0,315.2
"2026-03-04 13:15:00",2858,12.7,-6.726,89.8,0,0,300.2
"2026-03-04 13:16:00",2859,12.7,-6.84,89.2,0,0,220.9
"2026-03-04 13:17:00",2860,12.7,-6.896,89.1,0,0,220.9
"2026-03-04 13:18:00",2861,12.7,-6.964,89.2,0,0,220.9
"2026-03-04 13:19:00",2862,12.7,-6.944,89.4,0,0,220.9
"2026-03-04 13:20:00",2863,12.7,-6.97,89.5,0,0,220.9
"2026-03-04 13:21:00",2864,12.7,-6.978,89.4,0,0,220.9
"2026-03-04 13:22:00",2865,12.7,-7.004,89.2,0,0,220.9
"2026-03-04 13:23:00",2866,12.7,-7.013,89.2,0,0,220.9
"2026-03-04 13:24:00",2867,12.7,-7.049,89.1,0,0,220.9
"2026-03-04 13:25:00",2868,12.7,-7.066,89.2,0,0,220.9
"2026-03-04 13:26:00",2869,12.7,-7.117,88.9,0.197,0.866,175
"2026-03-04 13:27:00",2870,12.7,-7.154,89.3,0.822,0.9,162.2
"2026-03-04 13:28:00",2871,12.7,-7.075,89.7,0.069,0.733,162.2
"2026-03-04 13:29:00",2872,12.7,-7.024,90,0,0,162.2
"2026-03-04 13:30:00",2873,12.7,-7.001,89.7,0,0,162.2
"2026-03-04 13:31:00",2874,12.7,-7.018,89.4,0,0,162.5
"2026-03-04 13:32:00",2875,12.7,-7.052,89.4,0,0,250
"2026-03-04 13:33:00",2876,12.7,-7.061,89.7,0.272,0.966,285.1
"2026-03-04 13:34:00",2877,12.7,-7.055,89.9,1.233,1.699,300.4
"2026-03-04 13:35:00",2878,12.7,-6.993,90.1,0.927,1.333,300.4
"2026-03-04 13:36:00",2879,12.7,-6.95,90.2,0.272,0.866,300.4
"2026-03-04 13:37:00",2880,12.7,-6.879,90.4,0.217,0.533,300.4
"2026-03-04 13:38:00",2881,12.7,-6.868,90.3,0.058,0.333,300.4
"2026-03-04 13:39:00",2882,12.7,-6.834,90.3,0,0,300.4
"2026-03-04 13:40:00",2883,12.7,-6.817,90.3,0,0,300.4
"2026-03-04 13:41:00",2884,12.7,-6.78,90.4,0.597,1.266,324.2
"2026-03-04 13:42:00",2885,12.7,-6.766,90.5,1.463,1.866,0.217
"2026-03-04 13:43:00",2886,12.7,-6.729,90.6,1.633,2.066,0.169
"2026-03-04 13:44:00",2887,12.7,-6.712,90.7,2.33,2.699,2.367
"2026-03-04 13:45:00",2888,12.7,-6.692,90.6,1.783,2.399,8.55
"2026-03-04 13:46:00",2889,12.7,-6.672,90.6,0.758,1.333,12.9
"2026-03-04 13:47:00",2890,12.7,-6.704,90.5,0.975,1.233,12.9
"2026-03-04 13:48:00",2891,12.7,-6.704,90.4,1.663,2.066,18.12
"2026-03-04 13:49:00",2892,12.71,-6.652,90.6,2.102,2.399,20.14
"2026-03-04 13:50:00",2893,12.7,-6.599,90.6,0.7,2.066,20.29
"2026-03-04 13:51:00",2894,12.69,-6.636,90.3,0.458,1.033,34.06
"2026-03-04 13:52:00",2895,12.69,-6.709,89.8,0,0,1.498
"2026-03-04 13:53:00",2896,12.54,-6.76,89.8,0,0,1.546
"2026-03-04 13:54:00",2897,12.6,-6.761,89.8,0,0,9.23
"2026-03-04 13:55:00",2898,12.59,-6.752,89.8,0,0,330.4
"2026-03-04 13:56:00",2899,12.59,-6.724,89.9,0,0,335.5
"2026-03-04 13:57:00",2900,12.66,-6.76,89.8,0,0,309.2
