"TOA5","CR1000_Radiation","CR1000","19688","CR1000.Std.15","CPU:SN2656_radiation_CR1000.CR1","38973","Res_data_1_min"
"2026-03-03 13:56:00",1459,12.34,-5.635,13.89,14.87,278.7,238.2,-7.119
"2026-03-03 13:57:00",1460,12.34,-5.635,13.39,14.18,278.6,238.1,-7.112
"2026-03-03 13:58:00",1461,12.34,-5.657,12.91,13.94,278.5,238.1,-7.159
"2026-03-03 13:59:00",1462,12.34,-5.657,12.78,13.89,278.8,240.9,-7.194
"2026-03-03 14:00:00",1463,12.34,-5.657,12.68,13,278.3,235.4,-7.193
"2026-03-03 14:01:00",1464,12.34,-5.678,11.85,12.78,277.9,236.6,-7.27
"2026-03-03 14:02:00",1465,12.33,-5.678,12,12.78,278.7,242.5,-7.266
"2026-03-03 14:03:00",1466,12.34,-5.678,11.67,12.34,279.4,249.3,-7.276
"2026-03-03 14:04:00",1467,12.33,-5.7,10.94,11.67,279.6,253.2,-7.266
"2026-03-03 14:05:00",1468,12.34,-5.7,11.01,11.89,281,259.6,-7.205
"2026-03-03 14:06:00",1469,12.33,-5.7,11.26,11.9,281,264.6,-7.211
"2026-03-03 14:07:00",1470,12.33,-5.723,10.56,11.67,281.3,268.1,-7.194
"2026-03-03 14:08:00",1471,12.33,-5.723,10.55,11.46,281.4,268.6,-7.202
"2026-03-03 14:09:00",1472,12.33,-5.723,10.56,11.67,281.6,272.4,-7.23
"2026-03-03 14:10:00",1473,12.33,-5.723,10.56,11.67,282.4,274.3,-7.127
"2026-03-03 14:11:00",1474,12.33,-5.743,10.56,11.67,282.3,272.9,-7.113
"2026-03-03 14:12:00",1475,12.33,-5.743,10.56,11.67,282,271.4,-7.113
"2026-03-03 14:13:00",1476,12.33,-5.743,10.56,11.67,282.3,273.9,-7.087
"2026-03-03 14:14:00",1477,12.33,-5.743,10.56,12.32,282.2,276,-7.149
"2026-03-03 14:15:00",1478,12.33,-5.743,10.88,12.78,282.6,277,-7.134
"2026-03-03 14:16:00",1479,12.33,-5.743,11.49,12.78,282.7,277.1,-7.105
"2026-03-03 14:17:00",1480,12.33,-5.743,10.59,12.55,282.9,276.8,-7.079
"2026-03-03 14:18:00",1481,12.33,-5.743,11.49,12.78,283,276.1,-7.028
"2026-03-03 14:19:00",1482,12.33,-5.743,10.92,12.78,283.2,275.8,-6.945
"2026-03-03 14:20:00",1483,12.33,-5.743,10.56,11.89,283.4,274.6,-6.864
"2026-03-03 14:21:00",1484,12.33,-5.743,10.61,12.49,283,274.3,-6.879
"2026-03-03 14:22:00",1485,12.33,-5.743,10.07,11.56,282.8,271.2,-6.905
"2026-03-03 14:23:00",1486,12.33,-5.743,9.12,10.14,282.3,270.9,-6.938
"2026-03-03 14:24:00",1487,12.33,-5.743,8.33,9.44,282.9,277.4,-6.898
"2026-03-03 14:25:00",1488,12.33,-5.743,8.33,9.44,283,278.1,-6.868
"2026-03-03 14:26:00",1489,12.33,-5.743,8.33,9.2,283.1,276.5,-6.866
"2026-03-03 14:27:00",1490,12.33,-5.743,8.19,8.34,283.1,275.5,-6.851
"2026-03-03 14:28:00",1491,12.33,-5.743,7.296,8.33,283,272.6,-6.874
"2026-03-03 14:29:00",1492,12.33,-5.743,8.01,8.33,283,274.6,-6.873
"2026-03-03 14:30:00",1493,12.33,-5.743,8.32,8.34,283,276.3,-6.869
"2026-03-03 14:31:00",1494,12.33,-5.743,7.222,8.33,283.3,279.1,-6.891
"2026-03-03 14:32:00",1495,12.33,-5.743,7.222,7.787,283.2,278.8,-6.923
"2026-03-03 14:33:00",1496,12.33,-5.743,7.222,8.33,283,278.7,-6.949
"2026-03-03 14:34:00",1497,12.33,-5.743,7.222,8.33,283,277.6,-6.959
"2026-03-03 14:35:00",1498,12.33,-5.743,7.222,8.33,282.7,277.1,-7.031
"2026-03-03 14:36:00",1499,12.33,-5.743,7.222,8.33,282.8,278.2,-7.035
"2026-03-03 14:37:00",1500,12.33,-5.743,7.222,8.08,282.9,278,-7.025
"2026-03-03 14:38:00",1501,12.33,-5.743,7.222,7.621,282.8,276.9,-7.028
"2026-03-03 14:39:00",1502,12.33,-5.743,7.222,7.565,282.6,276.1,-7.056
"2026-03-03 14:40:00",1503,12.33,-5.743,6.204,7.222,282.6,275.1,-7.044
"2026-03-03 14:41:00",1504,12.33,-5.743,6.111,6.88,282.7,275.9,-7.024
"2026-03-03 14:42:00",1505,12.33,-5.743,6.111,6.111,282.7,275,-7.042
"2026-03-03 14:43:00",1506,12.33,-5.743,6.111,6.148,282.9,273,-6.955
"2026-03-03 14:44:00",1507,12.33,-5.743,6.111,6.13,282.7,272,-6.95
"2026-03-03 14:45:00",1508,12.33,-5.743,6.111,6.111,282.6,271.8,-6.95
"2026-03-03 14:46:00",1509,12.33,-5.743,5.556,6.111,282.3,269.8,-6.971
"2026-03-03 14:47:00",1510,12.33,-5.743,5,5.463,281.7,262.4,-7.036
"2026-03-03 14:48:00",1511,12.33,-5.743,5,5,281.8,265,-7.031
"2026-03-03 14:49:00",1512,12.33,-5.743,5,5,281.8,261.2,-7.018
"2026-03-03 14:50:00",1513,12.33,-5.743,4.972,4.88,281.1,254.1,-7.061
"2026-03-03 14:51:00",1514,12.33,-5.743,5,5,281.2,259.3,-7.103
"2026-03-03 14:52:00",1515,12.33,-5.743,5,5,281.3,258.5,-7.112
"2026-03-03 14:53:00",1516,12.33,-5.743,4.972,4.852,281,254.8,-7.106
"2026-03-03 14:54:00",1517,12.33,-5.743,4.602,4,281,265.7,-7.219
"2026-03-03 14:55:00",1518,12.33,-5.743,3.898,3.926,281.6,269.4,-7.21
"2026-03-03 14:56:00",1519,12.33,-5.766,3.889,3.889,281.7,270,-7.194
"2026-03-03 14:57:00",1520,12.33,-5.766,3.889,3.889,281.6,267.7,-7.194
"2026-03-03 14:58:00",1521,12.33,-5.766,3.889,3.889,281.3,262.5,-7.194
"2026-03-03 14:59:00",1522,12.33,-5.766,3.889,3.889,281.6,269,-7.206
"2026-03-03 15:00:00",1523,12.33,-5.766,3.889,3.889,282,275.9,-7.177
"2026-03-03 15:01:00",1524,12.33,-5.788,3.889,3.889,282,276.9,-7.231
"2026-03-03 15:02:00",1525,12.33,-5.788,3.889,3.889,282.2,276.7,-7.215
"2026-03-03 15:03:00",1526,12.33,-5.788,3.889,3.889,282.2,274,-7.207
"2026-03-03 15:04:00",1527,12.33,-5.788,3.5,3.815,281.7,270.2,-7.193
"2026-03-03 15:05:00",1528,12.33,-5.788,3.482,3.537,282,275.5,-7.222
"2026-03-03 15:06:00",1529,12.33,-5.788,3.889,3.889,281.6,271.6,-7.225
"2026-03-03 15:07:00",1530,12.33,-5.788,2.945,3.361,281.8,272.5,-7.207
"2026-03-03 15:08:00",1531,12.33,-5.788,2.796,2.963,282.1,276.2,-7.208
"2026-03-03 15:09:00",1532,12.33,-5.788,2.778,2.778,282.2,274.8,-7.227
"2026-03-03 15:10:00",1533,12.33,-5.788,2.778,2.833,281.9,275.2,-7.225
"2026-03-03 15:11:00",1534,12.33,-5.788,2.778,2.778,282.4,278.4,-7.197
"2026-03-03 15:12:00",1535,12.33,-5.788,2.778,2.778,283.1,278.6,-7.091
"2026-03-03 15:13:00",1536,12.33,-5.788,2.778,2.778,282.9,278.8,-7.113
"2026-03-03 15:14:00",1537,12.33,-5.788,2.778,2.778,282.8,278.4,-7.086
"2026-03-03 15:15:00",1538,12.33,-5.788,2.778,2.778,282.4,278.1,-7.189
"2026-03-03 15:16:00",1539,12.33,-5.809,2.778,2.778,282.3,278.3,-7.212
"2026-03-03 15:17:00",1540,12.33,-5.809,2.482,2.778,282.4,278.6,-7.209
"2026-03-03 15:18:00",1541,12.33,-5.809,2.695,2.778,282.8,278.8,-7.169
"2026-03-03 15:19:00",1542,12.33,-5.809,2.778,2.778,282.8,279.2,-7.166
"2026-03-03 15:20:00",1543,12.33,-5.809,2.778,2.778,282.7,279.1,-7.193
"2026-03-03 15:21:00",1544,12.33,-5.809,2.454,2.778,282.9,279.3,-7.134
"2026-03-03 15:22:00",1545,12.33,-5.809,2.407,2.778,282.9,278.8,-7.141
"2026-03-03 15:23:00",1546,12.33,-5.809,1.732,2.778,282.5,278.2,-7.226
"2026-03-03 15:24:00",1547,12.33,-5.809,1.667,1.917,282.5,277.7,-7.222
"2026-03-03 15:25:00",1548,12.33,-5.809,1.667,1.667,282.5,277.2,-7.206
"2026-03-03 15:26:00",1549,12.33,-5.809,1.667,1.667,282.2,273,-7.196
"2026-03-03 15:27:00",1550,12.33,-5.809,1.667,1.667,282.3,274.8,-7.192
"2026-03-03 15:28:00",1551,12.33,-5.809,1.667,1.667,282.2,272.1,-7.203
"2026-03-03 15:29:00",1552,12.33,-5.809,1.667,1.667,282,271.8,-7.194
"2026-03-03 15:30:00",1553,12.33,-5.809,1.667,1.667,282.2,276.8,-7.192
"2026-03-03 15:31:00",1554,12.33,-5.809,1.667,1.667,282.6,278.4,-7.208
"2026-03-03 15:32:00",1555,12.33,-5.809,1.667,1.667,282.5,278.2,-7.224
"2026-03-03 15:33:00",1556,12.33,-5.809,1.667,1.667,282.7,277.6,-7.195
"2026-03-03 15:34:00",1557,12.33,-5.809,1.667,1.667,282.7,276.6,-7.194
"2026-03-03 15:35:00",1558,12.33,-5.809,1.667,1.667,282.7,277.8,-7.194
"2026-03-03 15:36:00",1559,12.33,-5.809,1.667,1.667,282.9,278.5,-7.195
"2026-03-03 15:37:00",1560,12.33,-5.809,1.667,1.667,282.7,277.9,-7.195
"2026-03-03 15:38:00",1561,12.33,-5.809,1.667,1.667,282.7,277.8,-7.192
"2026-03-03 15:39:00",1562,12.33,-5.809,1.667,1.667,282.7,278.1,-7.176
"2026-03-03 15:40:00",1563,12.33,-5.809,1.611,1.602,282.6,278.3,-7.217
"2026-03-03 15:41:00",1564,12.33,-5.809,1.565,1.463,282.5,278.3,-7.234
"2026-03-03 15:42:00",1565,12.33,-5.809,0.898,0.769,282.8,278.5,-7.222
"2026-03-03 15:43:00",1566,12.33,-5.809,0.898,0.583,283,278.7,-7.194
"2026-03-03 15:44:00",1567,12.33,-5.809,0.861,0.667,283,278.6,-7.172
"2026-03-03 15:45:00",1568,12.33,-5.809,1.315,0.583,282.8,278.4,-7.169
"2026-03-03 15:46:00",1569,12.33,-5.809,0.778,0.565,282.8,278.5,-7.162
"2026-03-03 15:47:00",1570,12.33,-5.809,0.556,0.556,282.7,278.6,-7.186
"2026-03-03 15:48:00",1571,12.33,-5.831,0.556,0.556,282.5,278.5,-7.223
"2026-03-03 15:49:00",1572,12.33,-5.809,0.556,0.556,282.3,278,-7.271
"2026-03-03 15:50:00",1573,12.33,-5.831,0.556,0.556,282.3,278,-7.276
"2026-03-03 15:51:00",1574,12.33,-5.831,0.556,0.556,282.3,278,-7.275
"2026-03-03 15:52:00",1575,12.33,-5.831,0.556,0.556,282.3,277.9,-7.275
"2026-03-03 15:53:00",1576,12.33,-5.831,0.556,0.556,282.3,277.9,-7.275
"2026-03-03 15:54:00",1577,12.33,-5.831,0.556,0.556,282.3,277.9,-7.275
"2026-03-03 15:55:00",1578,12.33,-5.831,0.556,0.556,282.4,278,-7.257
"2026-03-03 15:56:00",1579,12.33,-5.831,0.556,0.556,282.4,277.9,-7.247
"2026-03-03 15:57:00",1580,12.33,-5.831,0.556,0.556,282.2,277.5,-7.312
"2026-03-03 15:58:00",1581,12.33,-5.831,0.556,0.556,282,277.1,-7.361
"2026-03-03 15:59:00",1582,12.33,-5.831,0.556,0.556,282,277.3,-7.356
"2026-03-03 16:00:00",1583,12.33,-5.831,0.556,0.556,282,277.5,-7.356
"2026-03-03 16:01:00",1584,12.33,-5.831,0.556,0.556,282.1,277.6,-7.356
"2026-03-03 16:02:00",1585,12.33,-5.831,0.556,0.556,282.1,277.6,-7.356
"2026-03-03 16:03:00",1586,12.33,-5.831,0.556,0.556,282,277.4,-7.356
"2026-03-03 16:04:00",1587,12.33,-5.831,0.556,0.556,282,277.5,-7.356
"2026-03-03 16:05:00",1588,12.33,-5.854,0.556,0.556,282.1,277.7,-7.332
"2026-03-03 16:06:00",1589,12.33,-5.854,0.556,0.556,282,277.2,-7.362
"2026-03-03 16:07:00",1590,12.33,-5.854,0.556,0.556,281.6,276.5,-7.454
"2026-03-03 16:08:00",1591,12.33,-5.854,0.556,0.556,281.6,276.3,-7.451
"2026-03-03 16:09:00",1592,12.33,-5.854,0.556,0.556,281.6,276.3,-7.448
"2026-03-03 16:10:00",1593,12.33,-5.854,0.556,0.556,281.6,276.2,-7.438
"2026-03-03 16:11:00",1594,12.33,-5.854,0.556,0.556,281.6,276.2,-7.438
"2026-03-03 16:12:00",1595,12.33,-5.854,0.556,0.556,281.4,275.2,-7.431
"2026-03-03 16:13:00",1596,12.33,-5.854,0.556,0.306,281.5,275.5,-7.4
"2026-03-03 16:14:00",1597,12.33,-5.874,0.556,0.333,281.5,275.6,-7.399
"2026-03-03 16:15:00",1598,12.33,-5.874,0.556,0.407,281.4,275.4,-7.403
"2026-03-03 16:16:00",1599,12.33,-5.874,0.556,0,281.4,275,-7.407
"2026-03-03 16:17:00",1600,12.33,-5.874,0.556,-0.065,281.3,272.5,-7.436
"2026-03-03 16:18:00",1601,12.33,-5.874,0.556,0.546,281.2,271.4,-7.438
"2026-03-03 16:19:00",1602,12.33,-5.874,0.556,-0.333,280.9,269.5,-7.437
"2026-03-03 16:20:00",1603,12.33,-5.874,0.556,-0.019,281,271.6,-7.437
"2026-03-03 16:21:00",1604,12.33,-5.874,0.556,0.065,281,273.3,-7.439
"2026-03-03 16:22:00",1605,12.33,-5.874,0.556,-0.009,280.8,271.1,-7.438
"2026-03-03 16:23:00",1606,12.33,-5.897,0.556,-0.519,280.9,272.5,-7.438
"2026-03-03 16:24:00",1607,12.33,-5.897,0.556,-0.5,280.9,271.9,-7.438
"2026-03-03 16:25:00",1608,12.33,-5.897,0.556,-0.454,280.4,266.2,-7.438
"2026-03-03 16:26:00",1609,12.33,-5.897,0.556,-0.546,280.3,269.3,-7.438
"2026-03-03 16:27:00",1610,12.33,-5.897,0.509,-0.556,280.6,271.8,-7.435
"2026-03-03 16:28:00",1611,12.33,-5.897,0.472,-0.556,280.6,268.6,-7.434
"2026-03-03 16:29:00",1612,12.33,-5.897,0.556,-0.556,280.3,270.1,-7.435
"2026-03-03 16:30:00",1613,12.33,-5.919,0.556,-0.556,280.7,272.7,-7.436
"2026-03-03 16:31:00",1614,12.33,-5.919,0.556,-0.556,280.7,271.6,-7.436
"2026-03-03 16:32:00",1615,12.33,-5.919,0.546,-0.546,280.6,269.6,-7.447
"2026-03-03 16:33:00",1616,12.33,-5.919,0.5,-0.556,281,271.3,-7.377
"2026-03-03 16:34:00",1617,12.33,-5.919,0.556,-0.343,281.2,273.3,-7.355
"2026-03-03 16:35:00",1618,12.33,-5.919,0.556,-0.556,281,269.9,-7.356
"2026-03-03 16:36:00",1619,12.33,-5.919,0.556,-0.472,281,272.7,-7.356
"2026-03-03 16:37:00",1620,12.33,-5.919,0.556,-0.556,281,273.9,-7.356
"2026-03-03 16:38:00",1621,12.33,-5.919,0.509,-0.556,281,271.5,-7.356
"2026-03-03 16:39:00",1622,12.33,-5.919,0.509,-0.556,281.2,273,-7.361
"2026-03-03 16:40:00",1623,12.33,-5.94,0.426,-0.546,281.3,273.1,-7.358
"2026-03-03 16:41:00",1624,12.33,-5.962,0.556,-0.259,281,269,-7.349
"2026-03-03 16:42:00",1625,12.33,-5.94,0.556,-0.343,280,258.8,-7.36
"2026-03-03 16:43:00",1626,12.33,-5.94,0.537,-0.556,279.4,252.1,-7.354
"2026-03-03 16:44:00",1627,12.33,-5.94,0.491,-0.556,279.4,257.3,-7.352
"2026-03-03 16:45:00",1628,12.33,-5.94,0.556,-0.556,279.9,266.7,-7.332
"2026-03-03 16:46:00",1629,12.33,-5.94,0.343,-0.556,280.1,267.2,-7.354
"2026-03-03 16:47:00",1630,12.33,-5.94,0.139,-0.556,280.7,270.5,-7.352
"2026-03-03 16:48:00",1631,12.33,-5.962,0.556,-0.472,280.8,272.5,-7.356
"2026-03-03 16:49:00",1632,12.33,-5.962,-0.12,-0.611,281.2,272.4,-7.334
"2026-03-03 16:50:00",1633,12.33,-5.962,0.315,0.028,281.3,269.7,-7.269
"2026-03-03 16:51:00",1634,12.33,-5.962,0.38,0.222,281.5,269.9,-7.18
"2026-03-03 16:52:00",1635,12.33,-5.962,0.426,-0.194,281.5,274.9,-7.219
"2026-03-03 16:53:00",1636,12.33,-5.985,0.194,-0.315,282.1,275.9,-7.187
"2026-03-03 16:54:00",1637,12.33,-5.985,0.556,0.13,281.8,272.8,-7.2
"2026-03-03 16:55:00",1638,12.33,-5.985,0.556,-0.176,281.4,270.2,-7.193
"2026-03-03 16:56:00",1639,12.33,-5.985,-0.343,-0.769,281.6,265.3,-7.165
"2026-03-03 16:57:00",1640,12.33,-5.985,0.435,0.009,281.4,263.7,-7.034
"2026-03-03 16:58:00",1641,12.33,-5.985,0.639,0.519,280.8,264.7,-7.069
"2026-03-03 16:59:00",1642,12.33,-5.985,0.065,-0.435,280.6,262.7,-7.109
"2026-03-03 17:00:00",1643,12.33,-5.985,0.241,-0.111,281,266.6,-7.047
"2026-03-03 17:01:00",1644,12.33,-5.985,0.185,-0.324,280.1,258.4,-7.102
"2026-03-03 17:02:00",1645,12.33,-5.985,-0.222,-0.556,280.2,253.5,-7.062
"2026-03-03 17:03:00",1646,12.33,-5.985,0.278,-0.565,280.7,257.3,-6.985
"2026-03-03 17:04:00",1647,12.33,-5.985,0.556,-0.537,281.3,264.4,-6.869
"2026-03-03 17:05:00",1648,12.33,-5.985,0.685,-0.074,280.9,260.1,-6.881
"2026-03-03 17:06:00",1649,12.33,-5.985,0.556,0.009,279.5,252.5,-6.887
"2026-03-03 17:07:00",1650,12.33,-5.985,0.556,-0.556,278.7,249.4,-6.951
"2026-03-03 17:08:00",1651,12.33,-5.985,0.556,-0.556,278.7,256.5,-7.033
"2026-03-03 17:09:00",1652,12.33,-5.985,-0.472,-1.444,280.2,262.7,-7.002
"2026-03-03 17:10:00",1653,12.33,-5.985,0.306,-0.602,280.6,257.6,-6.918
"2026-03-03 17:11:00",1654,12.33,-5.985,0.556,-0.537,280.3,258.3,-6.854
"2026-03-03 17:12:00",1655,12.33,-5.962,0.556,-0.537,280,261.2,-6.939
"2026-03-03 17:13:00",1656,12.33,-5.962,0.491,-0.556,279.9,260.2,-6.973
"2026-03-03 17:14:00",1657,12.33,-5.962,0.222,-0.556,279.4,257.7,-7.03
"2026-03-03 17:15:00",1658,12.33,-5.985,-0.185,-0.556,279.1,249,-7.029
"2026-03-03 17:16:00",1659,12.33,-5.985,0.343,-0.769,278.7,248.7,-7.033
"2026-03-03 17:17:00",1660,12.33,-5.985,0.398,-0.667,278.9,257.8,-7.06
"2026-03-03 17:18:00",1661,12.33,-6.005,0.556,-0.556,279.1,264.6,-7.116
"2026-03-03 17:19:00",1662,12.33,-6.005,0.204,-0.556,280.3,272.5,-7.097
"2026-03-03 17:20:00",1663,12.33,-6.005,0,-0.556,280.5,269.3,-7.101
"2026-03-03 17:21:00",1664,12.33,-6.005,0.519,-0.556,280.1,266.3,-7.17
"2026-03-03 17:22:00",1665,12.33,-6.005,-0.491,-0.556,280.4,270.1,-7.166
"2026-03-03 17:23:00",1666,12.33,-5.985,0.065,-0.519,281.3,273,-7.077
"2026-03-03 17:24:00",1667,12.33,-5.985,0.556,0.074,281.1,273.8,-7.081
"2026-03-03 17:25:00",1668,12.33,-6.005,0.556,-0.167,281,274.1,-7.114
"2026-03-03 17:26:00",1669,12.33,-6.005,0.056,-0.481,281,272.4,-7.111
"2026-03-03 17:27:00",1670,12.33,-6.005,-0.306,-0.556,280.9,270.3,-7.112
"2026-03-03 17:28:00",1671,12.33,-6.005,0.556,-0.463,280.5,266.7,-7.114
"2026-03-03 17:29:00",1672,12.33,-6.005,0.556,-0.556,280.4,264.1,-7.101
"2026-03-03 17:30:00",1673,12.33,-6.005,0.546,-0.556,279.4,262.9,-7.2
"2026-03-03 17:31:00",1674,12.33,-6.005,0.148,-0.556,279.6,260.8,-7.182
"2026-03-03 17:32:00",1675,12.33,-6.005,0.231,-0.556,279,258.3,-7.223
"2026-03-03 17:33:00",1676,12.33,-6.005,0.231,-0.556,279.2,265.6,-7.265
"2026-03-03 17:34:00",1677,12.33,-6.005,-0.435,-0.898,279.9,273.7,-7.312
"2026-03-03 17:35:00",1678,12.33,-6.028,0.046,-0.722,281,275.9,-7.233
"2026-03-03 17:36:00",1679,12.33,-6.028,-0.287,-0.574,281.8,276.1,-7.169
"2026-03-03 17:37:00",1680,12.33,-6.028,0.463,0.37,281.7,275.8,-7.11
"2026-03-03 17:38:00",1681,12.33,-6.028,0.556,0.407,281.7,275.4,-7.092
"2026-03-03 17:39:00",1682,12.33,-6.028,-0.269,-0.398,282,274,-7.066
"2026-03-03 17:40:00",1683,12.33,-6.028,0.519,-0.546,282.2,272,-6.988
"2026-03-03 17:41:00",1684,12.33,-6.028,0.546,-0.417,282.4,267.3,-6.882
"2026-03-03 17:42:00",1685,12.33,-6.028,0.556,0.204,282.1,265.2,-6.807
"2026-03-03 17:43:00",1686,12.33,-6.028,0.556,-0.083,281.4,262.5,-6.79
"2026-03-03 17:44:00",1687,12.33,-6.028,0.556,-0.361,281.1,253.8,-6.717
"2026-03-03 17:45:00",1688,12.33,-6.005,0.556,-0.148,280.7,255.9,-6.706
"2026-03-03 17:46:00",1689,12.33,-6.005,0.463,-0.037,279.7,252,-6.766
"2026-03-03 17:47:00",1690,12.33,-6.005,0.602,-0.176,279.4,252.1,-6.817
"2026-03-03 17:48:00",1691,12.33,-6.005,0.194,-0.833,278.7,249.2,-6.899
"2026-03-03 17:49:00",1692,12.33,-6.005,-0.12,-1.315,279.1,244.9,-6.854
"2026-03-03 17:50:00",1693,12.33,-5.985,-0.083,-1.407,279.5,248,-6.865
"2026-03-03 17:51:00",1694,12.33,-6.005,0.472,-0.676,279.9,250.4,-6.785
"2026-03-03 17:52:00",1695,12.33,-6.005,0.556,-0.556,280.4,256.4,-6.709
"2026-03-03 17:53:00",1696,12.33,-6.005,0.556,-0.556,280.3,250.3,-6.699
"2026-03-03 17:54:00",1697,12.33,-6.005,0.556,-0.306,279.2,242.5,-6.704
"2026-03-03 17:55:00",1698,12.33,-6.005,0.556,-0.556,279.7,249.5,-6.686
"2026-03-03 17:56:00",1699,12.33,-5.985,0.537,-0.556,280.4,251,-6.615
