"TOA5","CR1000_Layla","CR1000","6316","CR1000.Std.32.07","CPU:mini_AWS_Layla.CR1","33852","Res_data_1_min"
"TIMESTAMP","RECORD","BattV","temperature","rel_humidity","wind_speed","gust_speed","wind_direction","air_pressure","SWup","SWdown","LWup","LWdown","surface_brightness_temperature","IRup_body_temperature","sky_brightness_temperature","IRdown_body_temperature"
"2026-03-04 10:59:00",7159,12.1,-8.66,79.46,2.796,3.195,292,972.8036,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:00:00",7160,12.1,-9.32,79.48,3.131,3.469,297.3,972.8036,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:01:00",7161,12.11,-9.26,81.1,3.188,3.41,284.6,972.8036,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:02:00",7162,12.11,-9.38,79.96,0,0,285.2,1007.604,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:03:00",7163,12.1,-9.77,77.47,3.595,3.861,287,972.8721,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:04:00",7164,12.1,-10.37,78.22,3.252,3.587,273.4,972.8036,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:05:00",7165,12.1,-9.89,81.6,3.678,3.92,272.7,972.9407,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:06:00",7166,12.1,-9.52,82.3,3.66,3.822,272.7,972.8721,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:07:00",7167,12.1,-8.96,83.9,3.417,3.548,267.9,972.9407,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:08:00",7168,12.1,-8.43,84.1,3.356,3.43,264.5,972.9407,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:09:00",7169,12.1,-8.27,83.2,3.084,3.312,267.8,972.9407,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:10:00",7170,12.1,-8.35,81.1,3.211,3.861,267.7,972.9407,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:11:00",7171,12.1,-8.34,81.3,2.831,3.038,271.5,972.9407,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:12:00",7172,12.1,-8.27,81.3,2.401,2.783,268.5,972.9407,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:13:00",7173,12.1,-8.04,81.8,2.282,2.509,268.9,972.9407,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:14:00",7174,12.1,-7.8,81.8,2.7,3.038,277.2,972.9407,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:15:00",7175,12.1,-7.832,80.7,2.773,3.058,269.8,972.9407,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:16:00",7176,12.1,-7.685,81.1,2.786,2.979,273.3,972.9407,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:17:00",7177,12.1,-7.523,80.7,3.028,3.234,274.2,972.9407,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:18:00",7178,12.1,-7.713,79.15,2.867,3.175,277,972.9407,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:19:00",7179,12.09,-7.608,80.6,2.76,3.018,266.5,972.9407,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:20:00",7180,12.09,-7.52,80.1,2.878,3.018,266.8,972.9407,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:21:00",7181,12.09,-7.457,79.93,2.808,3.116,271.5,972.9407,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:22:00",7182,12.09,-7.341,80.2,2.569,2.92,263.8,972.9407,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:23:00",7183,12.09,-7.177,80.2,2.625,2.764,264.4,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:24:00",7184,12.09,-7.091,79.97,2.424,2.646,260.7,973.0092,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:25:00",7185,12.09,-6.979,79.85,2.079,2.352,259.4,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:26:00",7186,12.09,-6.887,79.71,1.792,1.921,263.9,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:27:00",7187,12.09,-6.838,79.52,1.677,1.862,272.6,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:28:00",7188,12.09,-6.811,79.22,1.64,1.744,283.3,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:29:00",7189,12.09,-6.91,78.24,1.826,3.136,304.6,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:30:00",7190,12.09,-7.509,76.41,3.103,3.685,285.8,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:31:00",7191,12.09,-7.86,77.27,3.388,3.567,288.1,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:32:00",7192,12.09,-8.03,78.07,3.056,3.391,287.7,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:33:00",7193,12.09,-8.04,78.5,3.208,3.548,279.3,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:34:00",7194,12.09,-8.14,78.65,3.064,3.371,286.5,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:35:00",7195,12.09,-8.29,78.14,3.16,3.43,281.3,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:36:00",7196,12.09,-8.44,78.53,2.868,3.136,284.9,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:37:00",7197,12.08,-8.43,79.57,2.597,2.803,270.9,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:38:00",7198,12.08,-8.18,80.8,2.314,2.45,280,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:39:00",7199,12.08,-8.12,80.1,2.096,2.274,275.6,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:40:00",7200,12.08,-7.918,81.3,2.11,2.587,290.9,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:41:00",7201,12.08,-8.14,78.56,2.292,2.607,275.7,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:42:00",7202,12.08,-8.34,79.17,2.475,2.822,292,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:43:00",7203,12.08,-8.18,80.9,2.36,2.705,298.3,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:44:00",7204,12.08,-7.883,80.8,2.679,2.96,289.4,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:45:00",7205,12.08,-7.775,80.6,2.733,2.94,290.1,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:46:00",7206,12.08,-7.753,80,2.657,2.96,287.8,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:47:00",7207,12.08,-7.683,80,2.648,2.842,279.2,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:48:00",7208,12.08,-7.702,79.54,2.778,2.979,282.2,973.1461,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:49:00",7209,12.08,-7.722,79.43,3.012,3.293,288.8,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:50:00",7210,12.08,-7.844,78.65,2.863,3.195,274.7,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:51:00",7211,12.08,-7.958,79.08,2.705,2.862,276.5,973.0776,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:52:00",7212,12.08,-7.915,79.68,2.533,2.842,283.6,973.1461,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:53:00",7213,12.08,-8.07,78.16,2.528,2.96,286.9,973.1461,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:54:00",7214,12.08,-8.44,78.81,3.061,3.391,291.7,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:55:00",7215,12.08,-8.14,80.7,2.888,3.332,286.8,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:56:00",7216,12.08,-7.782,81.1,2.615,2.862,284.8,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:57:00",7217,12.08,-7.681,79.78,2.786,3.136,286.6,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:58:00",7218,12.08,-7.732,79.86,2.837,3.234,278.4,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 11:59:00",7219,12.07,-7.991,78.02,3.227,3.371,276.6,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:00:00",7220,12.07,-8.26,78.41,2.853,3.371,276.7,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:01:00",7221,12.07,-7.941,80.8,2.484,2.626,281.1,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:02:00",7222,12.07,-7.529,80.7,2.419,2.979,294.3,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:03:00",7223,12.07,-7.722,78.43,2.808,3.273,293,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:04:00",7224,12.07,-8.2,78.97,3.133,3.371,293.7,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:05:00",7225,12.07,-8.07,79.25,2.991,3.254,298.4,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:06:00",7226,12.07,-7.84,81.1,2.837,3.116,288.6,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:07:00",7227,12.07,-7.482,80.8,2.867,3.175,272.9,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:08:00",7228,12.07,-7.28,80.6,2.62,2.901,269.8,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:09:00",7229,12.07,-7.204,79.3,2.747,2.92,268.5,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:10:00",7230,12.07,-7.416,78.4,2.615,2.901,270.9,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:11:00",7231,12.07,-7.394,79.25,2.195,2.332,265.2,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:12:00",7232,12.07,-7.245,79.85,2.272,2.666,272.2,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:13:00",7233,12.07,-7.137,79.1,2.814,3.097,276.8,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:14:00",7234,12.07,-7.574,77.39,2.826,3.352,284.8,973.2832,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:15:00",7235,12.07,-7.555,79.07,2.584,2.764,276.9,973.2147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:16:00",7236,12.07,-7.302,79.88,2.368,2.783,277.8,973.2832,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:17:00",7237,12.07,-7.298,78.83,2.947,3.195,273.7,973.3517,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:18:00",7238,12.07,-7.404,78.89,2.831,3.234,279.6,973.3517,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:19:00",7239,12.07,-7.288,79.32,2.345,2.705,283.1,973.3517,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:20:00",7240,12.07,-7.238,79.12,2.107,2.411,284,973.3517,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:21:00",7241,12.07,-7.238,78.7,2.292,2.528,292.2,973.3517,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:22:00",7242,12.07,-7.505,77.52,2.166,2.489,285.8,973.3517,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:23:00",7243,12.07,-7.784,77.87,2.158,2.43,292.4,973.3517,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:24:00",7244,12.07,-7.701,79.16,2.27,2.548,285.8,973.3517,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:25:00",7245,12.06,-7.816,78.68,2.331,2.509,287.4,973.4138,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:26:00",7246,12.07,-7.641,79.9,2.153,2.391,280.4,973.3475,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:27:00",7247,12.06,-7.411,80.5,1.864,2.019,288.7,973.4169,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:28:00",7248,12.06,-7.162,80.5,1.651,1.901,283.8,973.4175,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:29:00",7249,12.06,-6.957,80.2,1.661,1.842,281.5,973.418,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:30:00",7250,12.06,-6.794,80,1.87,1.98,286.6,973.3499,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:31:00",7251,12.06,-6.64,79.67,1.927,2.136,281.2,973.4187,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:32:00",7252,12.06,-6.656,78.85,2.153,2.274,283.6,973.4875,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:33:00",7253,12.06,-6.558,79.14,2.19,2.293,285.7,973.3509,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:34:00",7254,12.06,-6.483,78.57,2.326,2.47,286.3,973.351,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:35:00",7255,12.06,-6.62,77.68,2.352,2.607,278.2,973.3511,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:36:00",7256,12.06,-6.664,78.33,2.187,2.332,287.5,973.3512,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:37:00",7257,12.06,-6.683,78.19,1.978,2.038,274.6,973.3513,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:38:00",7258,12.06,-6.832,77.82,1.726,1.999,261.6,973.3513,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:39:00",7259,12.06,-6.776,79.12,1.383,1.45,253.8,973.4884,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:40:00",7260,12.06,-6.549,79.8,1.249,1.45,260.1,973.4199,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:41:00",7261,12.06,-6.409,79.4,1.445,1.823,268,973.42,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:42:00",7262,12.06,-6.427,79.31,1.019,1.156,267.9,973.42,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:43:00",7263,12.06,-6.278,79.81,0.926,1.117,267.8,973.4885,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:44:00",7264,12.06,-6.127,79.85,0.973,1.098,271.9,973.42,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:45:00",7265,12.06,-6,79.75,0.862,0.98,275,973.42,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:46:00",7266,12.06,-5.875,79.49,1.233,1.45,275.8,973.4885,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:47:00",7267,12.06,-5.919,77.98,1.775,2.097,285.8,973.4885,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:48:00",7268,12.06,-6.176,77.81,2.115,2.234,292.6,973.42,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:49:00",7269,12.06,-6.281,78.11,2.128,2.215,291.3,973.42,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:50:00",7270,12.05,-6.292,78.5,2.197,2.313,286.7,973.42,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:51:00",7271,12.05,-6.254,78.79,2.082,2.195,282.5,973.4885,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:52:00",7272,12.05,-6.198,78.91,1.927,2.019,291.2,973.4885,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:53:00",7273,12.05,-6.07,78.93,1.924,2.097,287.4,973.4885,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:54:00",7274,12.05,-6.029,78.74,1.875,2.136,294.5,973.4885,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:55:00",7275,12.05,-5.896,78.93,1.677,1.882,296.5,973.4885,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:56:00",7276,12.05,-5.718,78.92,1.197,1.509,293.9,973.4885,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:57:00",7277,12.05,-5.584,78.53,0.727,1,276.6,973.4885,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:58:00",7278,12.05,-5.581,77.64,1.379,1.529,264.8,973.4885,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 12:59:00",7279,12.05,-5.638,77.65,1.367,1.568,256,973.4885,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:00:00",7280,12.05,-5.58,77.76,1.33,1.431,257.4,973.4885,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:01:00",7281,12.05,-5.55,77.55,1.527,1.666,255.8,973.4822,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:02:00",7282,12.05,-5.583,77.37,1.609,1.921,257.2,973.4834,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:03:00",7283,12.05,-5.584,77.57,1.628,1.862,256.3,973.4844,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:04:00",7284,12.05,-5.571,77.54,1.658,1.901,261,973.4852,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:05:00",7285,12.05,-5.568,77.87,1.253,1.646,260.5,973.4865,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:06:00",7286,12.05,-5.546,77.66,1.359,1.568,253.1,973.4869,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:07:00",7287,12.05,-5.499,77.99,1.503,1.686,252.4,973.4808,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:08:00",7288,12.05,-5.47,77.68,1.632,1.803,259.8,973.4824,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:09:00",7289,12.05,-5.472,77.57,1.506,1.823,280.5,973.5521,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:10:00",7290,12.05,-5.525,77.4,1.449,1.588,247.7,973.5531,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:11:00",7291,12.05,-5.523,77.92,1.354,1.47,256.8,973.554,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:12:00",7292,12.05,-5.544,77.4,1.111,1.274,242.3,973.6121,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:13:00",7293,12.05,-5.499,78.2,0.96,1.098,253.4,973.6147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:14:00",7294,12.05,-5.479,77.62,1.284,1.45,254.3,973.6169,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:15:00",7295,12.05,-5.573,77.23,1.287,1.411,257.2,973.5437,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:16:00",7296,12.05,-5.676,77.32,1.334,1.45,258.7,973.6149,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:17:00",7297,12.05,-5.693,77.84,1.302,1.509,262.4,973.6171,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:18:00",7298,12.05,-5.66,78.21,1.116,1.47,257.1,973.6138,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:19:00",7299,12.05,-5.607,78.37,1.269,1.392,268.1,973.6097,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:20:00",7300,12.05,-5.606,78.13,1.428,1.47,260.7,973.6065,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:21:00",7301,12.05,-5.698,77.36,1.805,1.999,276.8,973.5912,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:22:00",7302,12.05,-6.038,77.04,1.818,2.234,281.2,973.5917,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:23:00",7303,12.05,-6.195,77.85,1.958,2.234,285.4,973.5857,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:24:00",7304,12.05,-6.113,78.85,1.877,2.097,275.1,973.5809,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:25:00",7305,12.05,-6.002,79.21,2.174,2.352,285.1,973.5727,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:26:00",7306,12.05,-5.966,78.84,2.073,2.332,291,973.5769,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:27:00",7307,12.05,-6.045,78.67,1.971,2.195,290,973.5739,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:28:00",7308,12.05,-5.982,79.05,2.125,2.332,277.3,973.5842,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:29:00",7309,12.05,-5.998,78.68,2.249,2.352,274.6,973.5797,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:30:00",7310,12.05,-5.957,79.14,2.419,2.548,271.9,973.5761,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-03-04 13:31:00",7311,12.05,-5.868,79.19,2.252,2.411,273.5,973.5722,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
